Accession	Name	No_orfs	Coverage	Abundance	Description
COG1970	MscL	1	0.976923	0.000339	Large-conductance mechanosensitive channel
COG1974	LexA	1	0.990049	0.000344	SOS-response transcriptional repressors (RecA-mediated autopeptidases)
COG1975	XdhC	3	2.715827	0.000944	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family
COG1977	MoaD	1	1	0.000347	Molybdopterin converting factor, small subunit
COG1981	COG1981	1	0.959731	0.000333	Predicted membrane protein
COG1984	DUR1	1	1	0.000347	Allophanate hydrolase subunit 2
COG1985	RibD	1	0.990825	0.000344	Pyrimidine reductase, riboflavin biosynthesis
COG1987	FliQ	1	0.988764	0.000343	Flagellar biosynthesis pathway, component FliQ
COG1994	SpoIVFB	1	0.965217	0.000335	Zn-dependent proteases
COG1995	PdxA	1	0.966867	0.000336	Pyridoxal phosphate biosynthesis protein
COG1999	COG1999	2	1.966183	0.000683	Uncharacterized protein SCO1/SenC/PrrC, involved in biogenesis of respiratory and photosynthetic systems
COG2001	COG2001	1	0.938356	0.000326	Uncharacterized protein conserved in bacteria
COG2003	RadC	1	0.977678	0.00034	DNA repair proteins
COG2008	GLY1	1	0.98538	0.000342	Threonine aldolase
COG2009	SdhC	1	0.984848	0.000342	Succinate dehydrogenase/fumarate reductase, cytochrome b subunit
COG2010	CccA	4	2.913333	0.001013	Cytochrome c, mono- and diheme variants
COG2017	GalM	1	0.967532	0.000336	Galactose mutarotase and related enzymes
COG2020	STE14	1	0.786096	0.000273	Putative protein-S-isoprenylcysteine methyltransferase
COG2021	MET2	1	1	0.000347	Homoserine acetyltransferase
COG2022	ThiG	1	0.973282	0.000338	Uncharacterized enzyme of thiazole biosynthesis
COG2025	FixB	1	0.990415	0.000344	Electron transfer flavoprotein, alpha subunit
COG2030	MaoC	2	1.849056	0.000643	Acyl dehydratase
COG2038	CobT	1	0.971181	0.000337	NaMN:DMB phosphoribosyltransferase
COG2039	Pcp	1	0.932367	0.000324	Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase)
COG2041	COG2041	2	1.701107	0.000591	Sulfite oxidase and related enzymes
COG2049	DUR1	1	1	0.000347	Allophanate hydrolase subunit 1
COG2050	PaaI	1	0.93617	0.000325	HGG motif-containing thioesterase, possibly involved in aromatic compounds catabolism
COG2055	COG2055	1	0.954154	0.000331	Malate/L-lactate dehydrogenases
COG2057	AtoA	1	0.92	0.000319	Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit
COG2059	ChrA	2	1.738461	0.000604	Chromate transport protein ChrA
COG2063	FlgH	1	0.934782	0.000325	Flagellar basal body L-ring protein
COG2064	TadC	1	0.99375	0.000345	Flp pilus assembly protein TadC
COG2068	COG2068	1	0.949748	0.00033	Uncharacterized MobA-related protein
COG2073	CbiG	1	0.989932	0.000344	Cobalamin biosynthesis protein CbiG
COG2079	PrpD	1	0.920529	0.00032	Uncharacterized protein involved in propionate catabolism
COG2080	CoxS	2	1.897435	0.000659	Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS homologs
COG2081	COG2081	1	0.985294	0.000342	Predicted flavoproteins
COG2082	CobH	1	0.904761	0.000314	Precorrin isomerase
COG2084	MmsB	6	5.853146	0.002035	3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases
COG2086	FixA	1	1	0.000347	Electron transfer flavoprotein, beta subunit
COG2087	CobU	1	0.982857	0.000341	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase
COG2095	MarC	1	0.960591	0.000334	Multiple antibiotic transporter
COG2096	COG2096	1	1	0.000347	cob(I)alamin adenosyltransferase
COG2099	CobK	1	0.894941	0.000311	Precorrin-6x reductase
COG2103	COG2103	1	0.979865	0.00034	Predicted sugar phosphate isomerase
COG2104	ThiS	1	0.970588	0.000337	Sulfur transfer protein involved in thiamine biosynthesis
COG2105	COG2105	1	0.783333	0.000272	Uncharacterized conserved protein
COG2109	BtuR	1	0.984848	0.000342	ATP:corrinoid adenosyltransferase
COG2111	MnhB	2	1.74074	0.000605	Multisubunit Na+/H+ antiporter, MnhB subunit
COG2113	ProX	3	2.953642	0.001027	ABC-type proline/glycine betaine transport systems, periplasmic components
COG2115	XylA	1	1	0.000347	Xylose isomerase
COG2120	COG2120	1	0.793248	0.000275	Uncharacterized proteins, LmbE homologs
COG2121	COG2121	1	0.971962	0.000338	Uncharacterized protein conserved in bacteria
COG2122	COG2122	1	0.847656	0.000294	Uncharacterized conserved protein
COG2124	CypX	4	3.761557	0.001308	Cytochrome P450
COG2127	COG2127	1	0.943925	0.000328	Uncharacterized conserved protein
COG2128	COG2128	3	1.892655	0.000658	Uncharacterized conserved protein
COG2133	COG2133	1	0.857142	0.000298	Glucose/sorbosone dehydrogenases
COG2135	COG2135	1	1	0.000347	Uncharacterized conserved protein
COG2138	COG2138	1	0.991836	0.000344	Sirohydrochlorin ferrochelatase
COG2141	COG2141	2	1.880952	0.000654	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases
COG2142	SdhD	1	1	0.000347	Succinate dehydrogenase, hydrophobic anchor subunit
COG2143	COG2143	1	0.796703	0.000277	Thioredoxin-related protein
COG2146	{NirD	1	0.981132	0.000341	Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases
COG2148	WcaJ	1	1	0.000347	Sugar transferases involved in lipopolysaccharide synthesis
COG2151	PaaD	2	1.846846	0.000642	Predicted metal-sulfur cluster biosynthetic enzyme
COG2153	ElaA	1	0.625806	0.000217	Predicted acyltransferase
COG2154	COG2154	1	0.90099	0.000313	Pterin-4a-carbinolamine dehydratase
COG2166	sufE	1	0.923611	0.000321	Cysteine desulfurase SufE subunit
COG2169	Ada	1	0.935828	0.000325	Adenosine deaminase
COG2171	DapD	1	0.996309	0.000346	Tetrahydrodipicolinate N-succinyltransferase
COG2177	FtsX	1	0.969696	0.000337	Cell division protein
COG2180	NarJ	1	0.96648	0.000336	Nitrate reductase delta subunit
COG2181	NarI	1	0.986842	0.000343	Nitrate reductase gamma subunit
COG2185	Sbm	1	0.97902	0.00034	Methylmalonyl-CoA mutase, C-terminal domain/subunit (cobalamin-binding)
COG2186	FadR	4	3.775933	0.001313	Transcriptional regulators
COG2188	PhnF	6	5.165254	0.001796	Transcriptional regulators
COG2193	Bfr	1	1	0.000347	Bacterioferritin (cytochrome b1)
COG2197	CitB	13	6.63981	0.002309	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain
COG2199	COG2199	5	4.867403	0.001692	c-di-GMP synthetase (diguanylate cyclase, GGDEF domain)
COG2200	Rtn	2	1.953125	0.000679	c-di-GMP phosphodiesterase class I (EAL domain)
COG2201	CheB	1	0.991428	0.000344	Chemotaxis response regulator containing a CheY-like receiver domain and a methylesterase domain
COG2202	AtoS	13	10.711206	0.003725	FOG: PAS/PAC domain
COG2203	FhlA	1	0.994285	0.000345	FOG: GAF domain
COG2204	AtoC	10	5.950431	0.002069	Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains
COG2207	AraC	12	9.653543	0.003357	AraC-type DNA-binding domain-containing proteins
COG2212	MnhF	1	0.921348	0.00032	Multisubunit Na+/H+ antiporter, MnhF subunit
COG2214	CbpA	1	0.978902	0.00034	DnaJ-class molecular chaperone
COG2215	COG2215	1	0.993399	0.000345	ABC-type uncharacterized transport system, permease component
COG2217	ZntA	2	1.908835	0.000663	Cation transport ATPase
COG2220	COG2220	3	2.748062	0.000955	Predicted Zn-dependent hydrolases of the beta-lactamase fold
COG2222	AgaS	1	0.982352	0.000341	Predicted phosphosugar isomerases
COG2223	NarK	4	2.959232	0.001029	Nitrate/nitrite transporter
COG2224	AceA	1	0.221709	7.7e-05	Isocitrate lyase
COG2225	AceB	1	0.99633	0.000346	Malate synthase
COG2226	UbiE	8	4.672268	0.001624	Methylase involved in ubiquinone/menaquinone biosynthesis
COG2227	UbiG	2	1.522633	0.000529	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase
COG2230	Cfa	1	0.989399	0.000344	Cyclopropane fatty acid synthase and related methyltransferases
COG2233	UraA	1	0.937915	0.000326	Xanthine/uracil permeases
COG2234	Iap	1	0.425287	0.000147	Predicted aminopeptidases
COG2239	MgtE	1	0.962305	0.000334	Mg/Co/Ni transporter MgtE (contains CBS domain)
COG2240	PdxK	1	1	0.000347	Pyridoxal/pyridoxine/pyridoxamine kinase
COG2241	CobL	1	0.985714	0.000342	Precorrin-6B methylase 1
COG2242	CobL	1	0.994652	0.000345	Precorrin-6B methylase 2
COG2243	CobF	1	0.991452	0.000344	Precorrin-2 methylase
COG2244	RfbX	2	1.602083	0.000557	Membrane protein involved in the export of O-antigen and teichoic acid
COG2246	COG2246	1	0.892086	0.00031	Predicted membrane protein
COG2249	MdaB	2	1.650793	0.000574	Putative NADPH-quinone reductase (modulator of drug activity B)
COG2255	RuvB	1	0.990963	0.000344	Holliday junction resolvasome, helicase subunit
COG2256	MGS1	1	0.988532	0.000343	ATPase related to the helicase subunit of the Holliday junction resolvase
COG2258	COG2258	1	0.97619	0.000339	Uncharacterized protein conserved in bacteria
COG2259	COG2259	1	0.838028	0.000291	Predicted membrane protein
COG2261	COG2261	2	1.939024	0.000674	Predicted membrane protein
COG2262	HflX	1	0.96107	0.000334	GTPases
COG2264	PrmA	1	0.99	0.000344	Ribosomal protein L11 methylase
COG2265	TrmA	1	0.997685	0.000346	SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase
COG2267	PldB	2	1.902684	0.000661	Lysophospholipase
COG2274	SunT	2	1.535966	0.000534	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain
COG2301	CitE	1	0.996466	0.000346	Citrate lyase beta subunit
COG2303	BetA	4	3.944649	0.001371	Choline dehydrogenase and related flavoproteins
COG2313	IndA	1	0.954838	0.000332	Uncharacterized enzyme involved in pigment biosynthesis
COG2315	MmcQ	1	0.974576	0.000338	Uncharacterized protein conserved in bacteria
COG2319	COG2319	1	0.603004	0.000209	FOG: WD40 repeat
COG2321	COG2321	1	0.99322	0.000345	Predicted metalloprotease
COG2326	COG2326	2	1.833333	0.000637	Uncharacterized conserved protein
COG2329	COG2329	2	1.942857	0.000675	Uncharacterized enzyme involved in biosynthesis of extracellular polysaccharides
COG2332	CcmE	2	1.117647	0.000388	Cytochrome c-type biogenesis protein CcmE
COG2334	COG2334	2	1.114803	0.000387	Putative homoserine kinase type II (protein kinase fold)
COG2335	COG2335	2	1.614973	0.000561	Secreted and surface protein containing fasciclin-like repeats
COG2345	COG2345	1	0.412844	0.000143	Predicted transcriptional regulator
COG2346	COG2346	2	1.30827	0.000454	Truncated hemoglobins
COG2350	COG2350	2	1.836956	0.000638	Uncharacterized protein conserved in bacteria
COG2351	COG2351	1	0.967741	0.000336	Transthyretin-like protein
COG2353	COG2353	2	1.729166	0.000601	Uncharacterized conserved protein
COG2355	COG2355	3	2.872204	0.000998	Zn-dependent dipeptidase, microsomal dipeptidase homolog
COG2358	Imp	2	1.959501	0.000681	TRAP-type uncharacterized transport system, periplasmic component
COG2360	Aat	1	0.904977	0.000314	Leu/Phe-tRNA-protein transferase
COG2370	HupE	1	0.950248	0.00033	Hydrogenase/urease accessory protein
COG2374	COG2374	1	0.407268	0.000141	Predicted extracellular nuclease
COG2376	DAK1	2	1.616099	0.000562	Dihydroxyacetone kinase
COG2377	COG2377	1	0.975741	0.000339	Predicted molecular chaperone distantly related to HSP70-fold metalloproteases
COG2378	COG2378	4	2.588424	0.0009	Predicted transcriptional regulator
COG2379	GckA	2	1.037914	0.00036	Putative glycerate kinase
COG2382	Fes	2	0.889632	0.000309	Enterochelin esterase and related enzymes
COG2386	CcmB	1	0.977375	0.000339	ABC-type transport system involved in cytochrome c biogenesis, permease component
COG2388	COG2388	1	0.949494	0.00033	Predicted acetyltransferase
COG2390	DeoR	2	1.990654	0.000692	Transcriptional regulator, contains sigma factor-related N-terminal domain
COG2391	COG2391	2	1.30303	0.000453	Predicted transporter component
COG2421	COG2421	1	0.977049	0.000339	Predicted acetamidase/formamidase
COG2423	COG2423	3	2.890909	0.001005	Predicted ornithine cyclodeaminase, mu-crystallin homolog
COG2440	FixX	1	0.50505	0.000175	Ferredoxin-like protein
COG2452	COG2452	1	0.284974	9.9e-05	Predicted site-specific integrase-resolvase
COG2513	PrpB	2	1.705882	0.000593	PEP phosphonomutase and related enzymes
COG2515	Acd	1	0.987616	0.000343	1-aminocyclopropane-1-carboxylate deaminase
COG2518	Pcm	3	2.827751	0.000983	Protein-L-isoaspartate carboxylmethyltransferase
COG2602	COG2602	1	0.874015	0.000303	Beta-lactamase class D
COG2606	EbsC	1	0.916129	0.000318	Uncharacterized conserved protein
COG2607	COG2607	1	0.993031	0.000345	Predicted ATPase (AAA+ superfamily)
COG2609	AceE	2	0.916572	0.000318	Pyruvate dehydrogenase complex, dehydrogenase (E1) component
COG2717	COG2717	1	0.90909	0.000316	Predicted membrane protein
COG2721	UxaA	7	4.31496	0.0015	Altronate dehydratase
COG2740	COG2740	1	0.947368	0.000329	Predicted nucleic-acid-binding protein implicated in transcription termination
COG2755	TesA	3	2.800925	0.000974	Lysophospholipase L1 and related esterases
COG2759	MIS1	1	1	0.000347	Formyltetrahydrofolate synthetase
COG2761	FrnE	1	0.928888	0.000323	Predicted dithiol-disulfide isomerase involved in polyketide biosynthesis
COG2764	PhnB	3	2.235294	0.000777	Uncharacterized protein conserved in bacteria
COG2771	CsgD	10	9.430769	0.003279	DNA-binding HTH domain-containing proteins
COG2801	Tra5	3	2.465517	0.000857	Transposase and inactivated derivatives
COG2802	COG2802	1	0.932126	0.000324	Uncharacterized protein, similar to the N-terminal domain of Lon protease
COG2812	DnaX	2	1.41165	0.00049	DNA polymerase III, gamma/tau subunits
COG2814	AraJ	9	6.992385	0.002431	Arabinose efflux permease
COG2816	NPY1	1	1	0.000347	NTP pyrophosphohydrolases containing a Zn-finger, probably nucleic-acid-binding
COG2818	Tag	1	0.99468	0.000345	3-methyladenine DNA glycosylase
COG2821	MltA	1	0.78016	0.000271	Membrane-bound lytic murein transglycosylase
COG2822	COG2822	1	0.117021	4e-05	Predicted periplasmic lipoprotein involved in iron transport
COG2824	PhnA	1	0.589285	0.000204	Uncharacterized Zn-ribbon-containing protein involved in phosphonate metabolism
COG2831	FhaC	2	1.723826	0.000599	Hemolysin activation/secretion protein
COG2832	COG2832	1	0.949579	0.00033	Uncharacterized protein conserved in bacteria
COG2833	COG2833	1	1	0.000347	Uncharacterized protein conserved in bacteria
COG2834	LolA	1	0.928909	0.000323	Outer membrane lipoprotein-sorting protein
COG2835	COG2835	1	0.916666	0.000318	Uncharacterized conserved protein
COG2840	COG2840	1	0.994565	0.000345	Uncharacterized protein conserved in bacteria
COG2841	COG2841	1	0.944444	0.000328	Uncharacterized protein conserved in bacteria
COG2844	GlnD	1	0.998846	0.000347	UTP:GlnB (protein PII) uridylyltransferase
COG2846	COG2846	1	0.447963	0.000155	Regulator of cell morphogenesis and NO signaling
COG2847	COG2847	3	2.549668	0.000886	Copper(I)-binding protein
COG2857	CYT1	1	0.968	0.000336	Cytochrome c1
COG2860	COG2860	1	0.923444	0.000321	Predicted membrane protein
COG2861	COG2861	1	0.98	0.00034	Uncharacterized protein conserved in bacteria
COG2863	COG2863	1	0.669421	0.000232	Cytochrome c553
COG2866	COG2866	1	0.419786	0.000145	Predicted carboxypeptidase
COG2867	COG2867	1	0.979452	0.00034	Oligoketide cyclase/lipid transport protein
COG2872	COG2872	1	0.979253	0.00034	Predicted metal-dependent hydrolases related to alanyl-tRNA synthetase HxxxH domain
COG2873	MET17	1	0.99061	0.000344	O-acetylhomoserine sulfhydrylase
COG2875	CobM	1	0.980314	0.00034	Precorrin-4 methylase
COG2877	KdsA	1	0.97491	0.000339	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase
COG2884	FtsE	1	0.932735	0.000324	Predicted ATPase involved in cell division
COG2885	OmpA	3	2.278947	0.000792	Outer membrane protein and related peptidoglycan-associated (lipo)proteins
COG2887	COG2887	1	1	0.000347	RecB family exonuclease
COG2890	HemK	1	0.978571	0.00034	Methylase of polypeptide chain release factors
COG2893	ManX	1	0.895104	0.000311	Phosphotransferase system, mannose/fructose-specific component IIA
COG2895	CysN	1	0.958236	0.000333	GTPases - Sulfate adenylate transferase subunit 1
COG2896	MoaA	1	0.996894	0.000346	Molybdenum cofactor biosynthesis enzyme
COG2897	SseA	1	0.957894	0.000333	Rhodanese-related sulfurtransferase
COG2900	SlyX	1	0.916666	0.000318	Uncharacterized protein conserved in bacteria
COG2902	COG2902	1	0.975502	0.000339	NAD-specific glutamate dehydrogenase
COG2907	COG2907	1	0.977628	0.000339	Predicted NAD/FAD-binding protein
COG2908	COG2908	1	1	0.000347	Uncharacterized protein conserved in bacteria
COG2911	COG2911	1	0.992957	0.000345	Uncharacterized protein conserved in bacteria
COG2913	OlmA	2	1.061224	0.000369	Outer membrane lipoprotein OmlA (small protein A)
COG2917	COG2917	1	0.966666	0.000336	Intracellular septation protein A
COG2919	COG2919	1	0.829059	0.000288	Septum formation initiator
COG2927	HolC	1	1	0.000347	DNA polymerase III, chi subunit
COG2928	COG2928	1	0.945945	0.000328	Uncharacterized conserved protein
COG2931	COG2931	10	6.698039	0.002329	RTX toxins and related Ca2+-binding proteins
COG2932	COG2932	2	1.579439	0.000549	Predicted transcriptional regulator
COG2935	COG2935	1	0.968379	0.000336	Putative arginyl-tRNA:protein arginylyltransferase
COG2938	COG2938	1	0.968085	0.000336	Uncharacterized conserved protein
COG2942	COG2942	1	0.96134	0.000334	N-acyl-D-glucosamine 2-epimerase
COG2945	COG2945	2	1.490476	0.000518	Predicted hydrolase of the alpha/beta superfamily
COG2947	COG2947	1	0.993589	0.000345	Uncharacterized conserved protein
COG2951	MltB	4	3.434402	0.001194	Membrane-bound lytic murein transglycosylase B
COG2957	COG2957	1	0.953757	0.000331	Peptidylarginine deiminase and related enzymes
COG2960	COG2960	1	0.815533	0.000283	Uncharacterized protein conserved in bacteria
COG2961	ComJ	1	1	0.000347	Protein involved in catabolism of external DNA
COG2963	COG2963	2	1.362068	0.000473	Transposase and inactivated derivatives
COG2967	ApaG	1	0.968253	0.000336	Uncharacterized protein affecting Mg2+/Co2+ transport
COG2968	COG2968	2	0.613168	0.000213	Uncharacterized conserved protein
COG2971	COG2971	1	0.966777	0.000336	Predicted N-acetylglucosamine kinase
COG2979	COG2979	1	0.648888	0.000225	Uncharacterized protein conserved in bacteria
COG2981	CysZ	1	0.976	0.000339	Uncharacterized protein involved in cysteine biosynthesis
COG2982	AsmA	2	1.421296	0.000494	Uncharacterized protein involved in outer membrane biogenesis
COG2983	COG2983	1	0.960784	0.000334	Uncharacterized conserved protein
COG2984	COG2984	1	0.968944	0.000336	ABC-type uncharacterized transport system, periplasmic component
COG2986	HutH	1	0.993975	0.000345	Histidine ammonia-lyase
COG2987	HutU	1	0.991087	0.000344	Urocanate hydratase
COG2989	COG2989	2	1.691622	0.000588	Uncharacterized protein conserved in bacteria
COG2993	CcoO	1	0.991189	0.000344	Cbb3-type cytochrome oxidase, cytochrome c subunit
COG2995	PqiA	1	0.29665	0.000103	Uncharacterized paraquat-inducible protein A
COG3000	ERG3	3	2.597785	0.000903	Sterol desaturase
COG3011	COG3011	1	0.978102	0.00034	Predicted thiol-disulfide oxidoreductase
COG3023	ampD	1	0.914396	0.000318	N-acetyl-anhydromuramyl-L-alanine amidase
COG3024	COG3024	1	1	0.000347	Uncharacterized protein conserved in bacteria
COG3027	zapA	1	1	0.000347	Cell division protein ZapA (stimulator of FtsZ polymerization and Z-ring component)
COG3030	FxsA	1	0.962025	0.000334	Protein affecting phage T7 exclusion by the F plasmid
COG3034	COG3034	1	0.895973	0.000311	Uncharacterized protein conserved in bacteria
COG3038	CybB	3	2.270718	0.000789	Cytochrome B561
COG3064	TolA	2	0.728682	0.000253	Membrane protein involved in colicin uptake
COG3088	CcmH	2	1.732026	0.000602	Uncharacterized protein involved in biosynthesis of c-type cytochromes
COG3090	DctM	11	8.254237	0.00287	TRAP-type C4-dicarboxylate transport system, small permease component
COG3093	VapI	1	0.740384	0.000257	Plasmid maintenance system antidote protein
COG3106	COG3106	1	0.963597	0.000335	Predicted ATPase
COG3108	COG3108	2	1.616216	0.000562	Uncharacterized protein conserved in bacteria
COG3118	COG3118	2	1.276315	0.000443	Thioredoxin domain-containing protein
COG3127	COG3127	1	0.993968	0.000345	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component
COG3129	COG3129	1	0.969178	0.000337	Predicted SAM-dependent methyltransferase
COG3142	CutC	1	0.979253	0.00034	Uncharacterized protein involved in copper resistance
COG3146	COG3146	1	0.997416	0.000346	Uncharacterized protein conserved in bacteria
COG3147	DedD	1	0.58407	0.000203	Uncharacterized protein conserved in bacteria
COG3152	COG3152	1	0.912	0.000317	Predicted membrane protein
COG3153	COG3153	3	2.105263	0.000732	Predicted acetyltransferase
COG3164	COG3164	1	0.309992	0.000107	Predicted membrane protein
COG3170	FimV	1	0.188079	6.5e-05	Tfp pilus assembly protein FimV
COG3175	COX11	1	0.958974	0.000333	Cytochrome oxidase assembly factor
COG3176	COG3176	2	1.835616	0.000638	Putative hemolysin
COG3178	COG3178	1	0.96866	0.000336	Predicted phosphotransferase related to Ser/Thr protein kinases
COG3180	AbrB	1	0.917613	0.000319	Putative ammonia monooxygenase
COG3181	COG3181	5	4.833855	0.001681	Uncharacterized protein conserved in bacteria
COG3182	PiuB	2	1.873303	0.000651	Uncharacterized iron-regulated membrane protein
COG3184	COG3184	1	1	0.000347	Uncharacterized protein conserved in bacteria
COG3185	COG3185	2	1.911845	0.000664	4-hydroxyphenylpyruvate dioxygenase and related hemolysins
COG3186	COG3186	1	0.917525	0.000319	Phenylalanine-4-hydroxylase
COG3191	DmpA	1	0.96839	0.000336	L-aminopeptidase/D-esterase
COG3193	GlcG	2	1.829787	0.000636	Uncharacterized protein, possibly involved in utilization of glycolate and propanediol
COG3194	DAL3	1	0.958333	0.000333	Ureidoglycolate hydrolase
COG3195	COG3195	1	0.9375	0.000326	Uncharacterized protein conserved in bacteria
COG3197	FixS	1	0.827586	0.000287	Uncharacterized protein, possibly involved in nitrogen fixation
COG3200	AroG	1	0.997752	0.000346	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase
COG3205	COG3205	2	1.541666	0.000536	Predicted membrane protein
COG3206	GumC	2	1.927947	0.00067	Uncharacterized protein involved in exopolysaccharide biosynthesis
COG3210	FhaB	1	0.36229	0.000125	Large exoproteins involved in heme utilization or adhesion
COG3211	PhoX	1	0.993506	0.000345	Predicted phosphatase
COG3213	NnrS	1	0.95202	0.000331	Uncharacterized protein involved in response to NO
COG3214	COG3214	1	0.935	0.000325	Uncharacterized protein conserved in bacteria
COG3216	COG3216	1	0.934782	0.000325	Uncharacterized protein conserved in bacteria
COG3218	COG3218	1	0.946341	0.000329	ABC-type uncharacterized transport system, auxiliary component
COG3220	COG3220	1	0.950354	0.00033	Uncharacterized protein conserved in bacteria
COG3221	PhnD	2	1.973244	0.000686	ABC-type phosphate/phosphonate transport system, periplasmic component
COG3227	LasB	1	1	0.000347	Zinc metalloprotease (elastase)
COG3232	HpaF	1	0.921259	0.00032	5-carboxymethyl-2-hydroxymuconate isomerase
COG3239	DesA	1	0.979591	0.00034	Fatty acid desaturase
COG3242	COG3242	1	0.967741	0.000336	Uncharacterized protein conserved in bacteria
COG3243	PhaC	2	1.982022	0.000689	Poly(3-hydroxyalkanoate) synthetase
COG3246	COG3246	2	1.902684	0.000661	Uncharacterized conserved protein
COG3254	COG3254	1	0.990476	0.000344	Uncharacterized conserved protein
COG3257	GlxB	1	0.992424	0.000345	Uncharacterized protein, possibly involved in glyoxylate utilization
COG3258	COG3258	3	1.187713	0.000413	Cytochrome c
COG3264	COG3264	1	0.920958	0.00032	Small-conductance mechanosensitive channel
COG3265	GntK	1	1	0.000347	Gluconate kinase
COG3278	CcoN	1	0.993775	0.000345	Cbb3-type cytochrome oxidase, subunit 1
COG3279	LytT	2	0.954918	0.000332	Response regulator of the LytR/AlgR family
COG3284	AcoR	1	0.491749	0.000171	Transcriptional activator of acetoin/glycerol metabolism
COG3288	PntA	2	1.337078	0.000465	NAD/NADP transhydrogenase alpha subunit
COG3300	COG3300	1	0.978813	0.00034	MHYT domain (predicted integral membrane sensor domain)
COG3302	DmsC	1	0.996441	0.000346	DMSO reductase anchor subunit
COG3306	COG3306	2	1.874509	0.000651	Glycosyltransferase involved in LPS biosynthesis
COG3307	RfaL	2	1.676886	0.000583	Lipid A core - O-antigen ligase and related enzymes
COG3313	COG3313	1	0.837837	0.000291	Predicted Fe-S protein
COG3316	COG3316	12	4.372093	0.00152	Transposase and inactivated derivatives
COG3324	COG3324	4	3.653543	0.00127	Predicted enzyme related to lactoylglutathione lyase
COG3327	PaaX	1	0.639175	0.000222	Phenylacetic acid-responsive transcriptional repressor
COG3329	COG3329	1	0.954301	0.000331	Predicted permease
COG3333	COG3333	5	4.863095	0.001691	Uncharacterized protein conserved in bacteria
COG3334	COG3334	1	0.692708	0.00024	Uncharacterized conserved protein
COG3339	COG3339	1	0.706896	0.000245	Uncharacterized conserved protein
COG3345	GalA	1	1	0.000347	Alpha-galactosidase
COG3346	COG3346	1	0.920634	0.00032	Uncharacterized conserved protein
COG3347	COG3347	3	2.95297	0.001026	Uncharacterized conserved protein
COG3350	COG3350	1	0.962264	0.000334	Uncharacterized conserved protein
COG3366	COG3366	1	0.279742	9.7e-05	Uncharacterized protein conserved in archaea
COG3369	COG3369	2	0.858974	0.000298	Zinc finger domain containing protein (CDGSH-type)
COG3378	COG3378	1	0.232108	8e-05	Phage associated DNA primase
COG3380	COG3380	1	0.978851	0.00034	Predicted NAD/FAD-dependent oxidoreductase
COG3383	COG3383	2	0.252556	8.7e-05	Uncharacterized anaerobic dehydrogenase
COG3386	COG3386	4	3.788273	0.001317	Gluconolactonase
COG3394	COG3394	1	0.867704	0.000301	Uncharacterized protein conserved in bacteria
COG3395	COG3395	1	1	0.000347	Uncharacterized protein conserved in bacteria
COG3396	COG3396	2	1.932075	0.000671	Uncharacterized conserved protein
COG3409	COG3409	3	1.583783	0.00055	Putative peptidoglycan-binding domain-containing protein
COG3420	NosD	1	0.906862	0.000315	Nitrous oxidase accessory protein
COG3427	COG3427	1	0.99315	0.000345	Carbon monoxide dehydrogenase subunit G, CoxG
COG3439	COG3439	1	0.89051	0.000309	Uncharacterized conserved protein
COG3443	COG3443	1	0.989637	0.000344	Predicted periplasmic or secreted protein
COG3447	COG3447	1	0.63961	0.000222	Predicted integral membrane sensor domain
COG3448	COG3448	1	0.28534	9.9e-05	CBS-domain-containing membrane protein
COG3449	COG3449	1	0.993506	0.000345	DNA gyrase inhibitor
COG3453	COG3453	2	1.792307	0.000623	Uncharacterized protein conserved in bacteria
COG3454	COG3454	1	0.997347	0.000346	Metal-dependent hydrolase involved in phosphonate metabolism
COG3460	COG3460	1	0.863247	0.0003	Uncharacterized enzyme of phenylacetate metabolism
COG3474	COG3474	4	3.614814	0.001257	Cytochrome c2
COG3487	IrpA	1	0.961883	0.000334	Uncharacterized iron-regulated protein
COG3488	COG3488	2	1.27027	0.000441	Predicted thiol oxidoreductase
COG3489	COG3489	1	0.97493	0.000339	Predicted periplasmic lipoprotein
COG3490	COG3490	1	0.975409	0.000339	Uncharacterized protein conserved in bacteria
COG3492	COG3492	1	0.923076	0.000321	Uncharacterized protein conserved in bacteria
COG3494	COG3494	1	0.989247	0.000344	Uncharacterized protein conserved in bacteria
COG3496	COG3496	1	0.908045	0.000315	Uncharacterized conserved protein
