"Accession","Name","Description","cog_SampleX_bin.001","cog_SampleX_bin.002","cog_SampleX_bin.003"
"COG2165","PulG","Type II secretory pathway, pseudopilin PulG",3,2,0
"COG2166","sufE","Cysteine desulfurase SufE subunit",1,0,0
"COG2172","RsbW","Anti-sigma regulatory factor (Ser/Thr protein kinase)",4,2,1
"COG2176","PolC","DNA polymerase III, alpha subunit (gram-positive type)",3,1,3
"COG2177","FtsX","Cell division protein",2,1,1
"COG2179","COG2179","Predicted hydrolase of the HAD superfamily",1,1,0
"COG2183","Tex","Transcriptional accessory protein",1,0,2
"COG2184","Fic","Protein involved in cell division",1,2,0
"COG2186","FadR","Transcriptional regulators",17,1,1
"COG2188","PhnF","Transcriptional regulators",25,0,2
"COG2190","NagE","Phosphotransferase system IIA components",4,0,1
"COG2195","PepD","Di- and tripeptidases",2,0,2
"COG2197","CitB","Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain",3,3,4
"COG2198","ArcB","FOG: HPt domain",1,0,0
"COG2199","COG2199","c-di-GMP synthetase (diguanylate cyclase, GGDEF domain)",38,0,6
"COG2200","Rtn","c-di-GMP phosphodiesterase class I (EAL domain)",18,0,5
"COG2201","CheB","Chemotaxis response regulator containing a CheY-like receiver domain and a methylesterase domain",1,0,0
"COG2202","AtoS","FOG: PAS/PAC domain",17,0,2
"COG2203","FhlA","FOG: GAF domain",5,0,0
"COG2204","AtoC","Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains",4,0,0
"COG2205","KdpD","Osmosensitive K+ channel histidine kinase",5,0,1
"COG2206","COG2206","c-di-GMP phosphodiesterase class II (HD-GYP domain)",3,0,1
"COG2207","AraC","AraC-type DNA-binding domain-containing proteins",38,3,3
"COG2208","RsbU","Serine phosphatase RsbU, regulator of sigma subunit",4,2,1
"COG2211","MelB","Na+/melibiose symporter and related transporters",5,1,2
"COG2212","MnhF","Multisubunit Na+/H+ antiporter, MnhF subunit",1,0,0
"COG2216","KdpB","High-affinity K+ transport system, ATPase chain B",1,0,0
"COG2217","ZntA","Cation transport ATPase",4,5,5
"COG2220","COG2220","Predicted Zn-dependent hydrolases of the beta-lactamase fold",2,0,3
"COG2221","DsrA","Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits",2,2,1
"COG2222","AgaS","Predicted phosphosugar isomerases",4,0,2
"COG2223","NarK","Nitrate/nitrite transporter",2,0,0
"COG2226","UbiE","Methylase involved in ubiquinone/menaquinone biosynthesis",4,2,5
"COG2227","UbiG","2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase",2,1,0
"COG2230","Cfa","Cyclopropane fatty acid synthase and related methyltransferases",2,0,0
"COG2233","UraA","Xanthine/uracil permeases",9,0,1
"COG2234","Iap","Predicted aminopeptidases",1,0,0
"COG2239","MgtE","Mg/Co/Ni transporter MgtE (contains CBS domain)",1,1,3
"COG2240","PdxK","Pyridoxal/pyridoxine/pyridoxamine kinase",1,1,1
"COG2241","CobL","Precorrin-6B methylase 1",1,0,0
"COG2242","CobL","Precorrin-6B methylase 2",1,0,0
"COG2243","CobF","Precorrin-2 methylase",1,0,0
"COG2244","RfbX","Membrane protein involved in the export of O-antigen and teichoic acid",5,3,2
"COG2246","COG2246","Predicted membrane protein",1,3,3
"COG2252","COG2252","Xanthine/uracil/vitamin C permease",6,1,1
"COG2255","RuvB","Holliday junction resolvasome, helicase subunit",1,1,1
"COG2256","MGS1","ATPase related to the helicase subunit of the Holliday junction resolvase",2,1,2
"COG2257","COG2257","Uncharacterized homolog of the cytoplasmic domain of flagellar protein FhlB",1,0,0
"COG2258","COG2258","Uncharacterized protein conserved in bacteria",1,0,1
"COG2262","HflX","GTPases",1,1,1
"COG2264","PrmA","Ribosomal protein L11 methylase",1,1,0
"COG2265","TrmA","SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase",3,2,3
"COG2268","COG2268","Uncharacterized protein conserved in bacteria",1,0,0
"COG2271","UhpC","Sugar phosphate permease",8,0,0
"COG2274","SunT","ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",2,0,2
"COG2304","COG2304","Uncharacterized protein containing a von Willebrand factor type A (vWA) domain",1,0,0
"COG2309","AmpS","Leucyl aminopeptidase (aminopeptidase T)",3,0,1
"COG2312","COG2312","Erythromycin esterase homolog",1,0,0
"COG2315","MmcQ","Uncharacterized protein conserved in bacteria",1,1,0
"COG2316","COG2316","Predicted hydrolase (HD superfamily)",1,0,0
"COG2317","COG2317","Zn-dependent carboxypeptidase",1,0,0
"COG2320","GrpB","Uncharacterized conserved protein",1,1,1
"COG2326","COG2326","Uncharacterized conserved protein",2,1,0
"COG2333","ComEC","Predicted hydrolase (metallo-beta-lactamase superfamily)",3,1,1
"COG2337","MazF","Growth inhibitor",3,1,3
"COG2339","prsW","Membrane proteinase, regulator of anti-sigma factor",1,0,0
"COG2340","COG2340","Uncharacterized protein with SCP/PR1 domains",3,3,0
"COG2344","COG2344","AT-rich DNA-binding protein",1,1,1
"COG2355","COG2355","Zn-dependent dipeptidase, microsomal dipeptidase homolog",4,1,1
"COG2357","COG2357","PpGpp synthetase catalytic domain",5,1,2
"COG2362","DppA","D-aminopeptidase",3,0,0
"COG2364","COG2364","Predicted membrane protein",5,0,2
"COG2376","DAK1","Dihydroxyacetone kinase",6,0,0
"COG2378","COG2378","Predicted transcriptional regulator",3,1,1
"COG2379","GckA","Putative glycerate kinase",1,0,0
"COG2384","COG2384","Predicted SAM-dependent methyltransferase",1,1,1
"COG2385","SpoIID","Sporulation protein and related proteins",2,1,1
"COG2390","DeoR","Transcriptional regulator, contains sigma factor-related N-terminal domain",3,0,0
"COG2407","FucI","L-fucose isomerase and related proteins",7,0,0
"COG2421","COG2421","Predicted acetamidase/formamidase",3,0,0
"COG2456","COG2456","Uncharacterized conserved protein",1,0,0
"COG2501","COG2501","S4-like RNA binding protein",1,1,1
"COG2502","AsnA","Asparagine synthetase A",1,0,1
"COG2508","COG2508","Regulator of polyketide synthase expression",4,1,1
"COG2509","COG2509","Uncharacterized FAD-dependent dehydrogenases",2,1,2
"COG2510","COG2510","Predicted membrane protein",2,0,1
"COG2605","COG2605","Predicted kinase related to galactokinase and mevalonate kinase",1,0,0
"COG2606","EbsC","Uncharacterized conserved protein",2,1,1
"COG2607","COG2607","Predicted ATPase (AAA+ superfamily)",1,1,1
"COG2608","CopZ","Copper chaperone",2,1,2
"COG2610","GntT","H+/gluconate symporter and related permeases",7,0,0
"COG2703","COG2703","Hemerythrin",1,0,0
"COG2704","DcuB","Anaerobic C4-dicarboxylate transporter",1,0,0
"COG2706","COG2706","3-carboxymuconate cyclase",3,0,2
"COG2710","NifD","Nitrogenase molybdenum-iron protein, alpha and beta chains",2,0,0
"COG2715","SpmA","Uncharacterized membrane protein, required for spore maturation in B.subtilis.",1,1,1
"COG2720","COG2720","Uncharacterized vancomycin resistance protein",3,1,2
"COG2721","UxaA","Altronate dehydratase",9,0,0
"COG2723","BglB","Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase",3,0,25
"COG2731","EbgC","Beta-galactosidase, beta subunit",4,0,0
"COG2738","COG2738","Predicted Zn-dependent protease",1,0,1
"COG2739","COG2739","Uncharacterized protein conserved in bacteria",1,1,1
"COG2740","COG2740","Predicted nucleic-acid-binding protein implicated in transcription termination",1,1,1
"COG2747","FlgM","Negative regulator of flagellin synthesis (anti-sigma28 factor)",1,0,0
"COG2755","TesA","Lysophospholipase L1 and related esterases",2,1,2
"COG2759","MIS1","Formyltetrahydrofolate synthetase",2,1,1
"COG2768","COG2768","Uncharacterized Fe-S center protein",4,0,2
"COG2801","Tra5","Transposase and inactivated derivatives",1,5,1
"COG2804","PulE","Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB",1,1,2
"COG2805","PilT","Tfp pilus assembly protein, pilus retraction ATPase PilT",1,1,0
"COG2812","DnaX","DNA polymerase III, gamma/tau subunits",2,2,2
"COG2814","AraJ","Arabinose efflux permease",4,0,4
"COG2815","COG2815","Uncharacterized protein conserved in bacteria",1,3,2
"COG2816","NPY1","NTP pyrophosphohydrolases containing a Zn-finger, probably nucleic-acid-binding",1,1,0
"COG2818","Tag","3-methyladenine DNA glycosylase",1,0,1
"COG2820","Udp","Uridine phosphorylase",1,0,0
"COG2826","Tra8","Transposase and inactivated derivatives, IS30 family",2,1,4
"COG2827","COG2827","Predicted endonuclease containing a URI domain",1,0,1
"COG2844","GlnD","UTP:GlnB (protein PII) uridylyltransferase",1,0,0
"COG2848","COG2848","Uncharacterized conserved protein",2,1,1
"COG2855","COG2855","Predicted membrane protein",1,0,1
"COG2856","COG2856","Predicted Zn peptidase",1,0,0
"COG2859","COG2859","Uncharacterized protein conserved in bacteria",1,0,0
"COG2860","COG2860","Predicted membrane protein",1,0,0
"COG2868","COG2868","Predicted ribosomal protein",1,1,1
"COG2869","NqrC","Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrC",1,0,0
"COG2872","COG2872","Predicted metal-dependent hydrolases related to alanyl-tRNA synthetase HxxxH domain",1,0,1
"COG2873","MET17","O-acetylhomoserine sulfhydrylase",2,4,1
"COG2875","CobM","Precorrin-4 methylase",2,0,0
"COG2876","AroA","3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase",1,1,0
"COG2878","COG2878","Predicted NADH:ubiquinone oxidoreductase, subunit RnfB",3,0,1
"COG2884","FtsE","Predicted ATPase involved in cell division",2,1,1
"COG2890","HemK","Methylase of polypeptide chain release factors",1,1,1
"COG2891","MreD","Cell shape-determining protein",1,0,0
"COG2893","ManX","Phosphotransferase system, mannose/fructose-specific component IIA",3,0,3
"COG2894","MinD","Septum formation inhibitor-activating ATPase",1,1,1
"COG2896","MoaA","Molybdenum cofactor biosynthesis enzyme",1,0,1
"COG2897","SseA","Rhodanese-related sulfurtransferase",1,0,0
"COG2919","COG2919","Septum formation initiator",1,3,0
"COG2944","COG2944","Predicted transcriptional regulator",2,0,0
"COG2949","SanA","Uncharacterized membrane protein",1,0,0
"COG2954","COG2954","Uncharacterized protein conserved in bacteria",1,1,0
"COG2963","COG2963","Transposase and inactivated derivatives",2,4,1
"COG2964","COG2964","Uncharacterized protein conserved in bacteria",2,0,2
"COG2966","COG2966","Uncharacterized conserved protein",2,0,1
"COG2968","COG2968","Uncharacterized conserved protein",1,0,0
"COG2972","COG2972","Predicted signal transduction protein with a C-terminal ATPase domain",29,2,0
"COG2978","AbgT","Putative p-aminobenzoyl-glutamate transporter",1,0,0
"COG2984","COG2984","ABC-type uncharacterized transport system, periplasmic component",2,0,0
"COG2996","COG2996","Predicted RNA-bindining protein (contains S1 and HTH domains)",1,0,0
"COG3010","NanE","Putative N-acetylmannosamine-6-phosphate epimerase",3,0,0
"COG3012","COG3012","Uncharacterized protein conserved in bacteria",1,0,0
"COG3022","COG3022","Uncharacterized protein conserved in bacteria",1,0,1
"COG3027","zapA","Cell division protein ZapA (stimulator of FtsZ polymerization and Z-ring component)",1,0,0
"COG3034","COG3034","Uncharacterized protein conserved in bacteria",1,0,0
"COG3044","COG3044","Predicted ATPase of the ABC class",2,0,0
"COG3048","DsdA","D-serine dehydratase",1,0,0
"COG3049","COG3049","Penicillin V acylase and related amidases",5,2,1
"COG3053","CitC","Citrate lyase synthetase",1,0,0
"COG3064","TolA","Membrane protein involved in colicin uptake",1,0,1
"COG3066","MutH","DNA mismatch repair protein",1,0,0
"COG3070","TfoX","Regulator of competence-specific genes",1,0,1
"COG3071","HemY","Uncharacterized enzyme of heme biosynthesis",1,0,0
"COG3077","RelB","DNA-damage-inducible protein J",1,0,1
"COG3079","COG3079","Uncharacterized protein conserved in bacteria",1,0,0
"COG3087","FtsN","Cell division protein",3,0,0
"COG3090","DctM","TRAP-type C4-dicarboxylate transport system, small permease component",25,0,0
"COG3103","COG3103","SH3 domain protein",3,0,0
"COG3118","COG3118","Thioredoxin domain-containing protein",4,2,1
"COG3142","CutC","Uncharacterized protein involved in copper resistance",1,0,0
"COG3144","FliK","Flagellar hook-length control protein",1,0,0
"COG3153","COG3153","Predicted acetyltransferase",1,0,1
"COG3172","NadR","Predicted ATPase/kinase involved in NAD metabolism",1,0,0
"COG3177","COG3177","Fic family protein",1,1,1
"COG3181","COG3181","Uncharacterized protein conserved in bacteria",2,0,0
"COG3190","FliO","Flagellar biogenesis protein",1,0,0
"COG3191","DmpA","L-aminopeptidase/D-esterase",1,0,1
"COG3193","GlcG","Uncharacterized protein, possibly involved in utilization of glycolate and propanediol",1,0,0
"COG3196","COG3196","Uncharacterized protein conserved in bacteria",1,0,0
"COG3199","COG3199","Predicted inorganic polyphosphate/ATP-NAD kinase",1,0,0
"COG3201","PnuC","Nicotinamide mononucleotide transporter",3,0,1
"COG3212","COG3212","Predicted membrane protein",1,0,0
"COG3222","COG3222","Uncharacterized protein conserved in bacteria",1,0,0
"COG3236","COG3236","Uncharacterized protein conserved in bacteria",1,0,0
"COG3246","COG3246","Uncharacterized conserved protein",2,0,0
"COG3250","LacZ","Beta-galactosidase/beta-glucuronidase",2,0,1
"COG3252","COG3252","Methenyltetrahydromethanopterin cyclohydrolase",1,0,0
"COG3254","COG3254","Uncharacterized conserved protein",2,0,0
"COG3255","COG3255","Putative sterol carrier protein",1,2,0
"COG3257","GlxB","Uncharacterized protein, possibly involved in glyoxylate utilization",1,0,0
"COG3270","COG3270","Uncharacterized conserved protein",1,1,1
"COG3274","COG3274","Predicted O-acyltransferase",1,1,0
"COG3275","LytS","Putative regulator of cell autolysis",3,1,0
"COG3276","SelB","Selenocysteine-specific translation elongation factor",1,0,0
"COG3279","LytT","Response regulator of the LytR/AlgR family",13,6,7
"COG3290","CitA","Signal transduction histidine kinase regulating citrate/malate metabolism",6,2,1
"COG3304","COG3304","Predicted membrane protein",1,0,0
"COG3314","COG3314","Uncharacterized protein conserved in bacteria",1,0,0
"COG3323","COG3323","Uncharacterized protein conserved in bacteria",1,0,0
"COG3325","ChiA","Chitinase",1,0,0
"COG3331","PrfA","Penicillin-binding protein-related factor A, putative recombinase",1,0,1
"COG3333","COG3333","Uncharacterized protein conserved in bacteria",2,0,0
"COG3344","COG3344","Retron-type reverse transcriptase",2,1,2
"COG3345","GalA","Alpha-galactosidase",2,0,1
"COG3355","COG3355","Predicted transcriptional regulator",1,0,0
"COG3359","COG3359","Predicted exonuclease",1,0,0
"COG3363","COG3363","Archaeal IMP cyclohydrolase",1,1,0
"COG3366","COG3366","Uncharacterized protein conserved in archaea",1,0,0
"COG3383","COG3383","Uncharacterized anaerobic dehydrogenase",2,0,0
"COG3386","COG3386","Gluconolactonase",1,0,0
"COG3393","COG3393","Predicted acetyltransferase",1,1,0
"COG3395","COG3395","Uncharacterized protein conserved in bacteria",6,0,0
"COG3404","COG3404","Methenyl tetrahydrofolate cyclohydrolase",2,0,0
"COG3409","COG3409","Putative peptidoglycan-binding domain-containing protein",3,3,1
"COG3411","COG3411","Ferredoxin",4,0,0
"COG3412","COG3412","Uncharacterized protein conserved in bacteria",1,0,0
"COG3414","SgaB","Phosphotransferase system, galactitol-specific IIB component",2,0,0
"COG3426","COG3426","Butyrate kinase",1,0,0
"COG3428","COG3428","Predicted membrane protein",1,2,0
"COG3436","COG3436","Transposase and inactivated derivatives",2,0,0
"COG3437","COG3437","Response regulator containing a CheY-like receiver domain and an HD-GYP domain",2,0,2
"COG3439","COG3439","Uncharacterized conserved protein",1,0,0
"COG3440","COG3440","Predicted restriction endonuclease",1,0,0
"COG3444","COG3444","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB",3,0,3
"COG3449","COG3449","DNA gyrase inhibitor",1,1,0
"COG3450","COG3450","Predicted enzyme of the cupin superfamily",1,0,0
"COG3451","VirB4","Type IV secretory pathway, VirB4 components",2,0,1
"COG3463","COG3463","Predicted membrane protein",1,1,0
"COG3464","COG3464","Transposase and inactivated derivatives",1,0,1
"COG3467","COG3467","Predicted flavin-nucleotide-binding protein",1,0,2
"COG3475","COG3475","LPS biosynthesis protein",1,2,0
"COG3481","COG3481","Predicted HD-superfamily hydrolase",2,0,2
"COG3505","VirD4","Type IV secretory pathway, VirD4 components",2,0,1
"COG3507","XynB","Beta-xylosidase",2,0,0
"COG3534","AbfA","Alpha-L-arabinofuranosidase",1,0,0
"COG3541","COG3541","Predicted nucleotidyltransferase",1,0,0
"COG3544","COG3544","Uncharacterized protein conserved in bacteria",1,1,0
"COG3546","COG3546","Mn-containing catalase",3,2,1
"COG3568","ElsH","Metal-dependent hydrolase",1,0,0
"COG3580","COG3580","Uncharacterized protein conserved in bacteria",1,1,1
"COG3581","COG3581","Uncharacterized protein conserved in bacteria",1,1,1
"COG3583","COG3583","Uncharacterized protein conserved in bacteria",1,1,1
"COG3584","COG3584","Uncharacterized protein conserved in bacteria",5,1,2
"COG3588","COG3588","Fructose-1,6-bisphosphate aldolase",1,0,0
"COG3589","COG3589","Uncharacterized conserved protein",1,0,2
"COG3590","PepO","Predicted metalloendopeptidase",3,0,0
"COG3593","COG3593","Predicted ATP-dependent endonuclease of the OLD family",2,0,0
"COG3594","NolL","Fucose 4-O-acetylase and related acetyltransferases",1,0,0
"COG3601","COG3601","Predicted membrane protein",2,0,2
"COG3603","COG3603","Uncharacterized conserved protein",1,0,0
"COG3608","COG3608","Predicted deacylase",1,0,0
"COG3610","COG3610","Uncharacterized conserved protein",3,0,1
"COG3613","COG3613","Nucleoside 2-deoxyribosyltransferase",1,0,0
"COG3616","COG3616","Predicted amino acid aldolase or racemase",2,0,0
"COG3618","COG3618","Predicted metal-dependent hydrolase of the TIM-barrel fold",1,0,0
"COG3619","COG3619","Predicted membrane protein",2,2,1
"COG3623","SgaU","Putative L-xylulose-5-phosphate 3-epimerase",1,0,0
"COG3629","DnrI","DNA-binding transcriptional activator of the SARP family",3,0,0
"COG3634","AhpF","Alkyl hydroperoxide reductase, large subunit",1,1,1
"COG3635","COG3635","Predicted phosphoglycerate mutase, AP superfamily",1,1,0
"COG3641","PfoR","Predicted membrane protein, putative toxin regulator",2,0,1
"COG3649","COG3649","CRISPR system related protein",2,0,0
"COG3655","COG3655","Predicted transcriptional regulator",5,2,1
"COG3663","Mug","G:T/U mismatch-specific DNA glycosylase",1,0,1
"COG3666","COG3666","Transposase and inactivated derivatives",3,0,1
"COG3681","COG3681","L-cysteine desulfidase",2,0,1
"COG3682","COG3682","Predicted transcriptional regulator",1,1,0
"COG3688","COG3688","Predicted RNA-binding protein containing a PIN domain",1,1,1
"COG3689","COG3689","Predicted membrane protein",1,0,1
"COG3695","COG3695","Predicted methylated DNA-protein cysteine methyltransferase",1,0,0
"COG3697","CitX","Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)",1,0,0
"COG3705","HisZ","ATP phosphoribosyltransferase involved in histidine biosynthesis",1,1,2
"COG3706","PleD","Response regulator containing a CheY-like receiver domain and a GGDEF domain",7,0,0
"COG3707","AmiR","Response regulator with putative antiterminator output domain",2,1,0
"COG3708","COG3708","Uncharacterized protein conserved in bacteria",1,1,0
"COG3711","BglG","Transcriptional antiterminator",7,0,6
"COG3715","ManY","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC",3,0,3
"COG3716","ManZ","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID",3,0,3
"COG3717","KduI","5-keto 4-deoxyuronate isomerase",1,0,0
"COG3718","IolB","Uncharacterized enzyme involved in inositol metabolism",1,0,0
"COG3734","DgoK","2-keto-3-deoxy-galactonokinase",2,0,0
"COG3755","COG3755","Uncharacterized protein conserved in bacteria",1,0,0
"COG3757","Acm","Lyzozyme M1 (1,4-beta-N-acetylmuramidase)",5,0,1
"COG3760","COG3760","Uncharacterized conserved protein",1,0,1
"COG3772","COG3772","Phage-related lysozyme (muraminidase)",1,1,0
"COG3773","SleB","Cell wall hydrolyses involved in spore germination",3,3,2
"COG3775","GatC","Phosphotransferase system, galactitol-specific IIC component",2,0,0
"COG3786","COG3786","Uncharacterized protein conserved in bacteria",1,1,0
"COG3804","COG3804","Uncharacterized conserved protein related to dihydrodipicolinate reductase",1,0,2
"COG3808","OVP1","Inorganic pyrophosphatase",2,0,0
"COG3822","COG3822","ABC-type sugar transport system, auxiliary component",1,0,0
"COG3829","RocR","Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains",8,0,1
"COG3830","COG3830","ACT domain-containing protein",1,1,1
"COG3835","CdaR","Sugar diacid utilization regulator",8,1,0
"COG3836","HpcH","2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",2,0,0
"COG3839","MalK","ABC-type sugar transport systems, ATPase components",5,1,0
"COG3842","PotA","ABC-type spermidine/putrescine transport systems, ATPase components",9,2,1
"COG3845","COG3845","ABC-type uncharacterized transport systems, ATPase components",8,0,2
"COG3850","NarQ","Signal transduction histidine kinase, nitrate/nitrite-specific",4,0,0
"COG3854","SpoIIIAA","ncharacterized protein conserved in bacteria",1,1,0
"COG3855","Fbp","Uncharacterized protein conserved in bacteria",2,1,0
"COG3857","AddB","ATP-dependent nuclease, subunit B",1,1,1
"COG3858","COG3858","Predicted glycosyl hydrolase",2,0,1
"COG3862","COG3862","Uncharacterized protein with conserved CXXC pairs",2,0,0
"COG3864","COG3864","Uncharacterized protein conserved in bacteria",1,0,0
"COG3869","COG3869","Arginine kinase",1,1,0
"COG3870","COG3870","Uncharacterized protein conserved in bacteria",2,0,1
"COG3871","COG3871","Uncharacterized stress protein (general stress protein 26)",1,0,1
"COG3872","COG3872","Predicted metal-dependent enzyme",1,1,0
"COG3874","COG3874","Uncharacterized conserved protein",1,1,0
"COG3875","COG3875","Uncharacterized conserved protein",5,0,0
"COG3880","COG3880","Modulator of heat shock repressor CtsR, McsA",1,1,0
"COG3883","COG3883","Uncharacterized protein conserved in bacteria",1,0,2
"COG3885","COG3885","Uncharacterized conserved protein",1,0,0
"COG3886","COG3886","Predicted HKD family nuclease",1,0,0
"COG3887","COG3887","Predicted signaling protein consisting of a modified GGDEF domain and a DHH domain",1,1,1
"COG3920","COG3920","Signal transduction histidine kinase",1,0,0
"COG3933","COG3933","Transcriptional antiterminator",1,0,1
"COG3935","DnaD","Putative primosome component and related proteins",1,2,1
"COG3944","COG3944","Capsular polysaccharide biosynthesis protein",2,2,0
"COG3947","COG3947","Response regulator containing CheY-like receiver and SARP domains",4,1,0
"COG3949","COG3949","Uncharacterized membrane protein",3,0,0
"COG3950","COG3950","Predicted ATP-binding protein involved in virulence",1,0,0
"COG3956","COG3956","Protein containing tetrapyrrole methyltransferase domain and MazG-like (predicted pyrophosphatase) domain",1,1,0
"COG3958","COG3958","Transketolase, C-terminal subunit",4,1,1
"COG3959","COG3959","Transketolase, N-terminal subunit",4,1,1
"COG3964","COG3964","Predicted amidohydrolase",1,0,0
"COG3968","COG3968","Uncharacterized protein related to glutamine synthetase",1,1,1
"COG3973","COG3973","Superfamily I DNA and RNA helicases",1,0,0
"COG4087","COG4087","Soluble P-type ATPase",1,0,0
"COG4091","COG4091","Predicted homoserine dehydrogenase",1,0,0
"COG4100","COG4100","Cystathionine beta-lyase family protein involved in aluminum resistance",1,1,1
"COG4108","PrfC","Peptide chain release factor RF-3",1,1,1
"COG4109","COG4109","Predicted transcriptional regulator containing CBS domains",1,0,1
"COG4111","COG4111","Uncharacterized conserved protein",1,0,0
"COG4120","COG4120","ABC-type uncharacterized transport system, permease component",2,0,0
"COG4122","COG4122","Predicted O-methyltransferase",1,0,1
"COG4123","COG4123","Predicted O-methyltransferase",1,1,1
"COG4126","COG4126","Hydantoin racemase",1,0,0
"COG4129","COG4129","Predicted membrane protein",1,0,0
"COG4134","COG4134","ABC-type uncharacterized transport system, periplasmic component",1,0,0
"COG4148","ModC","ABC-type molybdate transport system, ATPase component",1,0,0
"COG4149","ModC","ABC-type molybdate transport system, permease component",1,0,1
"COG4154","FucU","Fucose dissimilation pathway protein FucU",2,0,0
"COG4166","OppA","ABC-type oligopeptide transport system, periplasmic component",2,0,4
"COG4177","LivM","ABC-type branched-chain amino acid transport system, permease component",6,0,0
"COG4187","RocB","Arginine degradation protein (predicted deacylase)",1,0,0
"COG4189","COG4189","Predicted transcriptional regulator",1,0,0
"COG4193","LytD","Beta- N-acetylglucosaminidase",1,0,0
"COG4198","COG4198","Uncharacterized conserved protein",1,1,0
"COG4211","MglC","ABC-type glucose/galactose transport system, permease component",2,0,0
"COG4213","XylF","ABC-type xylose transport system, periplasmic component",3,0,0
"COG4214","XylH","ABC-type xylose transport system, permease component",2,0,0
"COG4219","MecR1","Antirepressor regulating drug resistance, predicted signal transduction N-terminal membrane component",2,1,0
"COG4224","COG4224","Uncharacterized protein conserved in bacteria",1,1,1
"COG4225","COG4225","Predicted unsaturated glucuronyl hydrolase involved in regulation of bacterial surface properties, and related proteins",3,0,0
"COG4231","COG4231","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",4,0,0
"COG4235","COG4235","Cytochrome c biogenesis factor",1,0,0
"COG4260","COG4260","Membrane protease subunit, stomatin/prohibitin family",1,2,0
"COG4262","COG4262","Predicted spermidine synthase with an N-terminal membrane domain",1,0,0
"COG4277","COG4277","Predicted DNA-binding protein with the Helix-hairpin-helix motif",1,0,0
"COG4295","COG4295","Uncharacterized protein conserved in bacteria",1,0,0
"COG4300","CadD","Predicted permease, cadmium resistance protein",1,0,0
"COG4332","COG4332","Uncharacterized protein conserved in bacteria",1,0,0
"COG4335","COG4335","DNA alkylation repair enzyme",1,0,0
"COG4392","COG4392","Predicted membrane protein",1,0,0
"COG4405","COG4405","Uncharacterized protein conserved in bacteria",1,0,0
"COG4422","COG4422","Bacteriophage protein gp37",1,1,0
"COG4430","COG4430","Uncharacterized protein conserved in bacteria",1,0,0
"COG4443","COG4443","Uncharacterized protein conserved in bacteria",2,0,0
"COG4464","CapC","Capsular polysaccharide biosynthesis protein",2,2,0
"COG4465","CodY","Pleiotropic transcriptional repressor",1,0,0
"COG4468","GalT","Galactose-1-phosphate uridyltransferase",1,1,2
"COG4472","COG4472","Uncharacterized protein conserved in bacteria",1,1,1
"COG4475","COG4475","Uncharacterized protein conserved in bacteria",1,1,0
"COG4478","COG4478","Predicted membrane protein",1,0,1
"COG4481","COG4481","Uncharacterized protein conserved in bacteria",1,1,1
"COG4485","COG4485","Predicted membrane protein",1,3,2
"COG4492","PheB","ACT domain-containing protein",2,0,0
"COG4496","COG4496","Uncharacterized protein conserved in bacteria",1,1,0
"COG4509","COG4509","Uncharacterized protein conserved in bacteria",3,2,1
"COG4545","COG4545","Glutaredoxin-related protein",1,0,0
"COG4548","NorD","Nitric oxide reductase activation protein",1,0,0
"COG4552","Eis","Predicted acetyltransferase involved in intracellular survival and related acetyltransferases",1,0,0
"COG4565","CitB","Response regulator of citrate/malate metabolism",1,1,0
"COG4576","CcmL","Carbon dioxide concentrating mechanism/carboxysome shell protein",1,0,0
"COG4577","CcmK","Carbon dioxide concentrating mechanism/carboxysome shell protein",4,0,0
"COG4585","COG4585","Signal transduction histidine kinase",2,2,1
"COG4591","LolE","ABC-type transport system, involved in lipoprotein release, permease component",1,2,2
"COG4603","COG4603","ABC-type uncharacterized transport system, permease component",6,0,1
"COG4608","AppF","ABC-type oligopeptide transport system, ATPase component",13,0,1
"COG4624","COG4624","Iron only hydrogenase large subunit, C-terminal domain",8,0,0
"COG4656","RnfC","Predicted NADH:ubiquinone oxidoreductase, subunit RnfC",2,0,1
"COG4657","RnfA","Predicted NADH:ubiquinone oxidoreductase, subunit RnfA",1,0,1
"COG4658","RnfD","Predicted NADH:ubiquinone oxidoreductase, subunit RnfD",1,0,0
"COG4659","RnfG","Predicted NADH:ubiquinone oxidoreductase, subunit RnfG",1,0,1
