Name	Description	Accession	cog_table	EG18NEC_Bin13	EG18NEC_Bin8	EG18NEC_Bin12	EG18NEC_Bin13	EG18NEC_Bin8
COG3454	Metal-dependent hydrolase involved in phosphonate metabolism	COG3454	Metal-dependent hydrolase involved in phosphonate metabolism	0	0	1	0	0
COG3460	Uncharacterized enzyme of phenylacetate metabolism	COG3460	Uncharacterized enzyme of phenylacetate metabolism	0	0	1	0	0
COG3474	Cytochrome c2	COG3474	Cytochrome c2	2	3	4	2	3
IrpA	Uncharacterized iron-regulated protein	COG3487	Uncharacterized iron-regulated protein	1	0	1	1	0
COG3488	Predicted thiol oxidoreductase	COG3488	Predicted thiol oxidoreductase	1	0	2	1	0
COG3489	Predicted periplasmic lipoprotein	COG3489	Predicted periplasmic lipoprotein	1	0	1	1	0
COG3490	Uncharacterized protein conserved in bacteria	COG3490	Uncharacterized protein conserved in bacteria	1	2	1	1	2
COG3492	Uncharacterized protein conserved in bacteria	COG3492	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG3494	Uncharacterized protein conserved in bacteria	COG3494	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG3496	Uncharacterized conserved protein	COG3496	Uncharacterized conserved protein	1	1	1	1	1
COG3502	Uncharacterized protein conserved in bacteria	COG3502	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG3503	Predicted membrane protein	COG3503	Predicted membrane protein	1	1	1	1	1
HmgA	Homogentisate 1,2-dioxygenase	COG3508	Homogentisate 1,2-dioxygenase	1	0	1	1	0
Chb	N-acetyl-beta-hexosaminidase	COG3525	N-acetyl-beta-hexosaminidase	0	0	1	0	0
COG3536	Uncharacterized protein conserved in bacteria	COG3536	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG3542	Uncharacterized conserved protein	COG3542	Uncharacterized conserved protein	0	0	1	0	0
COG3543	Uncharacterized conserved protein	COG3543	Uncharacterized conserved protein	0	1	1	0	1
COG3545	Predicted esterase of the alpha/beta hydrolase fold	COG3545	Predicted esterase of the alpha/beta hydrolase fold	1	1	1	1	1
COG3547	Transposase and inactivated derivatives	COG3547	Transposase and inactivated derivatives	1	0	3	1	0
CoxE	Protein containing von Willebrand factor type A (vWA) domain	COG3552	Protein containing von Willebrand factor type A (vWA) domain	1	1	1	1	1
COG3555	Aspartyl/asparaginyl beta-hydroxylase and related dioxygenases	COG3555	Aspartyl/asparaginyl beta-hydroxylase and related dioxygenases	0	0	1	0	0
COG3564	Uncharacterized protein conserved in bacteria	COG3564	Uncharacterized protein conserved in bacteria	0	0	1	0	0
ElsH	Metal-dependent hydrolase	COG3568	Metal-dependent hydrolase	0	0	1	0	0
StrB	Streptomycin 6-kinase	COG3570	Streptomycin 6-kinase	0	0	1	0	0
GshA	Gamma-glutamylcysteine synthetase	COG3572	Gamma-glutamylcysteine synthetase	1	1	1	1	1
COG3576	Predicted flavin-nucleotide-binding protein structurally related to pyridoxine 5'-phosphate oxidase	COG3576	Predicted flavin-nucleotide-binding protein structurally related to pyridoxine 5'-phosphate oxidase	1	1	1	1	1
COG3577	Predicted aspartyl protease	COG3577	Predicted aspartyl protease	1	2	1	1	2
COG3588	Fructose-1,6-bisphosphate aldolase	COG3588	Fructose-1,6-bisphosphate aldolase	1	0	1	1	0
COG3591	V8-like Glu-specific endopeptidase	COG3591	V8-like Glu-specific endopeptidase	0	0	1	0	0
PtsP	Signal transduction protein containing GAF and PtsI domains	COG3605	Signal transduction protein containing GAF and PtsI domains	1	1	1	1	1
COG3607	Predicted lactoylglutathione lyase	COG3607	Predicted lactoylglutathione lyase	1	0	2	1	0
COG3614	Predicted periplasmic ligand-binding sensor domain	COG3614	Predicted periplasmic ligand-binding sensor domain	0	0	1	0	0
COG3616	Predicted amino acid aldolase or racemase	COG3616	Predicted amino acid aldolase or racemase	0	2	1	0	2
COG3618	Predicted metal-dependent hydrolase of the TIM-barrel fold	COG3618	Predicted metal-dependent hydrolase of the TIM-barrel fold	2	1	1	2	1
Hfi	Hydroxypyruvate isomerase	COG3622	Hydroxypyruvate isomerase	0	0	1	0	0
PhnG	Uncharacterized enzyme of phosphonate metabolism	COG3624	Uncharacterized enzyme of phosphonate metabolism	0	0	1	0	0
PhnH	Uncharacterized enzyme of phosphonate metabolism	COG3625	Uncharacterized enzyme of phosphonate metabolism	0	0	1	0	0
PhnI	Uncharacterized enzyme of phosphonate metabolism	COG3626	Uncharacterized enzyme of phosphonate metabolism	0	0	2	0	0
PhnJ	Uncharacterized enzyme of phosphonate metabolism	COG3627	Uncharacterized enzyme of phosphonate metabolism	0	0	1	0	0
COG3637	Opacity protein and related surface antigens	COG3637	Opacity protein and related surface antigens	3	1	3	3	1
COG3638	ABC-type phosphate/phosphonate transport system, ATPase component	COG3638	ABC-type phosphate/phosphonate transport system, ATPase component	0	0	1	0	0
COG3639	ABC-type phosphate/phosphonate transport system, permease component	COG3639	ABC-type phosphate/phosphonate transport system, permease component	0	0	2	0	0
COG3644	Uncharacterized protein conserved in bacteria	COG3644	Uncharacterized protein conserved in bacteria	0	0	1	0	0
Doc	Prophage maintenance system killer protein	COG3654	Prophage maintenance system killer protein	0	0	1	0	0
COG3655	Predicted transcriptional regulator	COG3655	Predicted transcriptional regulator	0	0	1	0	0
COG3672	Predicted transglutaminase-like cysteine proteinase	COG3672	Predicted transglutaminase-like cysteine proteinase	1	1	2	1	1
CpxP	P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein	COG3678	P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein	0	0	1	0	0
COG3682	Predicted transcriptional regulator	COG3682	Predicted transcriptional regulator	0	0	2	0	0
COG3683	ABC-type uncharacterized transport system, periplasmic component	COG3683	ABC-type uncharacterized transport system, periplasmic component	0	1	1	0	1
COG3686	Predicted membrane protein	COG3686	Predicted membrane protein	1	0	1	1	0
ChaC	Uncharacterized protein involved in cation transport	COG3703	Uncharacterized protein involved in cation transport	1	1	1	1	1
HisZ	ATP phosphoribosyltransferase involved in histidine biosynthesis	COG3705	ATP phosphoribosyltransferase involved in histidine biosynthesis	1	1	1	1	1
PleD	Response regulator containing a CheY-like receiver domain and a GGDEF domain	COG3706	Response regulator containing a CheY-like receiver domain and a GGDEF domain	0	0	6	0	0
AmiR	Response regulator with putative antiterminator output domain	COG3707	Response regulator with putative antiterminator output domain	0	0	1	0	0
COG3709	Uncharacterized component of phosphonate metabolism	COG3709	Uncharacterized component of phosphonate metabolism	0	0	2	0	0
OmpV	Outer membrane protein V	COG3713	Outer membrane protein V	0	0	1	0	0
KduI	5-keto 4-deoxyuronate isomerase	COG3717	5-keto 4-deoxyuronate isomerase	0	0	1	0	0
IolB	Uncharacterized enzyme involved in inositol metabolism	COG3718	Uncharacterized enzyme involved in inositol metabolism	1	2	1	1	2
Rna	Ribonuclease I	COG3719	Ribonuclease I	1	1	1	1	1
DgoK	2-keto-3-deoxy-galactonokinase	COG3734	2-keto-3-deoxy-galactonokinase	2	1	3	2	1
COG3735	Uncharacterized protein conserved in bacteria	COG3735	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG3737	Uncharacterized conserved protein	COG3737	Uncharacterized conserved protein	1	1	1	1	1
COG3740	Phage head maturation protease	COG3740	Phage head maturation protease	1	0	1	1	0
HutG	N-formylglutamate amidohydrolase	COG3741	N-formylglutamate amidohydrolase	1	1	2	1	1
COG3743	Uncharacterized conserved protein	COG3743	Uncharacterized conserved protein	5	5	4	5	5
CpaB	Flp pilus assembly protein CpaB	COG3745	Flp pilus assembly protein CpaB	0	0	1	0	0
COG3748	Predicted membrane protein	COG3748	Predicted membrane protein	1	1	1	1	1
COG3749	Uncharacterized protein conserved in bacteria	COG3749	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG3750	Uncharacterized protein conserved in bacteria	COG3750	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG3755	Uncharacterized protein conserved in bacteria	COG3755	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG3756	Uncharacterized protein conserved in bacteria	COG3756	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG3760	Uncharacterized conserved protein	COG3760	Uncharacterized conserved protein	1	1	1	1	1
COG3761	NADH:ubiquinone oxidoreductase 17.2 kD subunit	COG3761	NADH:ubiquinone oxidoreductase 17.2 kD subunit	1	1	1	1	1
COG3768	Predicted membrane protein	COG3768	Predicted membrane protein	1	2	1	1	2
MepA	Murein endopeptidase	COG3770	Murein endopeptidase	1	1	1	1	1
COG3772	Phage-related lysozyme (muraminidase)	COG3772	Phage-related lysozyme (muraminidase)	0	0	1	0	0
SleB	Cell wall hydrolyses involved in spore germination	COG3773	Cell wall hydrolyses involved in spore germination	1	1	1	1	1
COG3785	Uncharacterized conserved protein	COG3785	Uncharacterized conserved protein	1	2	1	1	2
COG3786	Uncharacterized protein conserved in bacteria	COG3786	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG3788	Uncharacterized relative of glutathione S-transferase, MAPEG superfamily	COG3788	Uncharacterized relative of glutathione S-transferase, MAPEG superfamily	1	0	1	1	0
COG3791	Uncharacterized conserved protein	COG3791	Uncharacterized conserved protein	2	1	2	2	1
PetE	Plastocyanin	COG3794	Plastocyanin	2	0	1	2	0
COG3795	Uncharacterized protein conserved in bacteria	COG3795	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG3800	Predicted transcriptional regulator	COG3800	Predicted transcriptional regulator	1	2	3	1	2
COG3803	Uncharacterized protein conserved in bacteria	COG3803	Uncharacterized protein conserved in bacteria	1	1	1	1	1
ChrR	Transcriptional activator	COG3806	Transcriptional activator	0	0	2	0	0
COG3807	Uncharacterized protein conserved in bacteria	COG3807	Uncharacterized protein conserved in bacteria	1	1	1	1	1
OVP1	Inorganic pyrophosphatase	COG3808	Inorganic pyrophosphatase	1	0	1	1	0
COG3811	Uncharacterized protein conserved in bacteria	COG3811	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG3812	Uncharacterized protein conserved in bacteria	COG3812	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG3814	Uncharacterized protein conserved in bacteria	COG3814	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG3816	Uncharacterized protein conserved in bacteria	COG3816	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG3820	Uncharacterized protein conserved in bacteria	COG3820	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG3821	Predicted membrane protein	COG3821	Predicted membrane protein	0	1	1	0	1
COG3827	Uncharacterized protein conserved in bacteria	COG3827	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG3832	Uncharacterized conserved protein	COG3832	Uncharacterized conserved protein	2	4	6	2	4
HpcH	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	COG3836	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	1	1	2	1	1
MalK	ABC-type sugar transport systems, ATPase components	COG3839	ABC-type sugar transport systems, ATPase components	9	5	23	9	5
PotA	ABC-type spermidine/putrescine transport systems, ATPase components	COG3842	ABC-type spermidine/putrescine transport systems, ATPase components	4	4	8	4	4
COG3844	Kynureninase	COG3844	Kynureninase	1	0	1	1	0
COG3845	ABC-type uncharacterized transport systems, ATPase components	COG3845	ABC-type uncharacterized transport systems, ATPase components	2	3	3	2	3
NtrB	Signal transduction histidine kinase, nitrogen specific	COG3852	Signal transduction histidine kinase, nitrogen specific	2	1	1	2	1
COG3888	Predicted transcriptional regulator	COG3888	Predicted transcriptional regulator	0	0	1	0	0
COG3893	Inactivated superfamily I helicase	COG3893	Inactivated superfamily I helicase	1	1	1	1	1
COG3894	Uncharacterized metal-binding protein	COG3894	Uncharacterized metal-binding protein	1	2	1	1	2
COG3898	Uncharacterized membrane-bound protein	COG3898	Uncharacterized membrane-bound protein	1	1	1	1	1
NosR	Regulator of nitric oxide reductase transcription	COG3901	Regulator of nitric oxide reductase transcription	0	1	1	0	1
COG3908	Uncharacterized protein conserved in bacteria	COG3908	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG3911	Predicted ATPase	COG3911	Predicted ATPase	2	0	1	2	0
COG3915	Uncharacterized protein conserved in bacteria	COG3915	Uncharacterized protein conserved in bacteria	0	0	1	0	0
LasI	N-acyl-L-homoserine lactone synthetase	COG3916	N-acyl-L-homoserine lactone synthetase	1	0	3	1	0
NahD	2-hydroxychromene-2-carboxylate isomerase	COG3917	2-hydroxychromene-2-carboxylate isomerase	0	0	1	0	0
COG3921	Uncharacterized protein conserved in bacteria	COG3921	Uncharacterized protein conserved in bacteria	1	0	2	1	0
COG3931	Predicted N-formylglutamate amidohydrolase	COG3931	Predicted N-formylglutamate amidohydrolase	2	1	1	2	1
COG3932	Uncharacterized ABC-type transport system, permease components	COG3932	Uncharacterized ABC-type transport system, permease components	1	0	1	1	0
COG3943	Virulence protein	COG3943	Virulence protein	0	0	1	0	0
COG3951	Rod binding protein	COG3951	Rod binding protein	0	0	1	0	0
COG3956	Protein containing tetrapyrrole methyltransferase domain and MazG-like (predicted pyrophosphatase) domain	COG3956	Protein containing tetrapyrrole methyltransferase domain and MazG-like (predicted pyrophosphatase) domain	1	1	1	1	1
COG3958	Transketolase, C-terminal subunit	COG3958	Transketolase, C-terminal subunit	0	0	1	0	0
COG3959	Transketolase, N-terminal subunit	COG3959	Transketolase, N-terminal subunit	0	0	1	0	0
COG3962	Acetolactate synthase	COG3962	Acetolactate synthase	1	1	2	1	1
COG3963	Phospholipid N-methyltransferase	COG3963	Phospholipid N-methyltransferase	0	1	1	0	1
COG4032	Predicted thiamine-pyrophosphate-binding protein	COG4032	Predicted thiamine-pyrophosphate-binding protein	0	0	1	0	0
COG4091	Predicted homoserine dehydrogenase	COG4091	Predicted homoserine dehydrogenase	1	1	1	1	1
COG4093	Uncharacterized protein conserved in bacteria	COG4093	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG4097	Predicted ferric reductase	COG4097	Predicted ferric reductase	0	0	2	0	0
COG4103	Uncharacterized protein conserved in bacteria	COG4103	Uncharacterized protein conserved in bacteria	1	2	1	1	2
ComL	DNA uptake lipoprotein	COG4105	DNA uptake lipoprotein	1	1	1	1	1
PhnK	ABC-type phosphonate transport system, ATPase component	COG4107	ABC-type phosphonate transport system, ATPase component	0	0	2	0	0
PrfC	Peptide chain release factor RF-3	COG4108	Peptide chain release factor RF-3	0	0	1	0	0
COG4120	ABC-type uncharacterized transport system, permease component	COG4120	ABC-type uncharacterized transport system, permease component	0	0	1	0	0
COG4121	Uncharacterized conserved protein	COG4121	Uncharacterized conserved protein	1	1	1	1	1
COG4123	Predicted O-methyltransferase	COG4123	Predicted O-methyltransferase	1	1	1	1	1
COG4130	Predicted sugar epimerase	COG4130	Predicted sugar epimerase	0	0	1	0	0
CcmA	ABC-type transport system involved in cytochrome c biogenesis, ATPase component	COG4133	ABC-type transport system involved in cytochrome c biogenesis, ATPase component	1	1	1	1	1
COG4134	ABC-type uncharacterized transport system, periplasmic component	COG4134	ABC-type uncharacterized transport system, periplasmic component	1	1	2	1	1
ModC	ABC-type molybdate transport system, ATPase component	COG4148	ABC-type molybdate transport system, ATPase component	1	1	1	1	1
ModC	ABC-type molybdate transport system, permease component	COG4149	ABC-type molybdate transport system, permease component	1	1	1	1	1
FucU	Fucose dissimilation pathway protein FucU	COG4154	Fucose dissimilation pathway protein FucU	0	0	2	0	0
ArtM	ABC-type arginine/histidine transport system, permease component	COG4160	ABC-type arginine/histidine transport system, permease component	1	1	1	1	1
OppA	ABC-type oligopeptide transport system, periplasmic component	COG4166	ABC-type oligopeptide transport system, periplasmic component	3	4	3	3	4
COG4172	ABC-type uncharacterized transport system, duplicated ATPase component	COG4172	ABC-type uncharacterized transport system, duplicated ATPase component	2	1	1	2	1
COG4174	ABC-type uncharacterized transport system, permease component	COG4174	ABC-type uncharacterized transport system, permease component	1	1	1	1	1
ProV	ABC-type proline/glycine betaine transport system, ATPase component	COG4175	ABC-type proline/glycine betaine transport system, ATPase component	1	5	3	1	5
ProW	ABC-type proline/glycine betaine transport system, permease component	COG4176	ABC-type proline/glycine betaine transport system, permease component	2	7	3	2	7
LivM	ABC-type branched-chain amino acid transport system, permease component	COG4177	ABC-type branched-chain amino acid transport system, permease component	6	5	5	6	5
COG4181	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component	COG4181	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component	1	1	1	1	1
COG4191	Signal transduction histidine kinase regulating C4-dicarboxylate transport system	COG4191	Signal transduction histidine kinase regulating C4-dicarboxylate transport system	0	0	3	0	0
XylF	ABC-type xylose transport system, periplasmic component	COG4213	ABC-type xylose transport system, periplasmic component	1	1	1	1	1
XylH	ABC-type xylose transport system, permease component	COG4214	ABC-type xylose transport system, permease component	1	1	1	1	1
ArtQ	ABC-type arginine transport system, permease component	COG4215	ABC-type arginine transport system, permease component	1	1	1	1	1
MecR1	Antirepressor regulating drug resistance, predicted signal transduction N-terminal membrane component	COG4219	Antirepressor regulating drug resistance, predicted signal transduction N-terminal membrane component	0	0	2	0	0
COG4221	Short-chain alcohol dehydrogenase of unknown specificity	COG4221	Short-chain alcohol dehydrogenase of unknown specificity	1	1	2	1	1
COG4223	Uncharacterized protein conserved in bacteria	COG4223	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG4230	Delta 1-pyrroline-5-carboxylate dehydrogenase	COG4230	Delta 1-pyrroline-5-carboxylate dehydrogenase	1	2	1	1	2
COG4233	Uncharacterized protein predicted to be involved in C-type cytochrome biogenesis	COG4233	Uncharacterized protein predicted to be involved in C-type cytochrome biogenesis	1	1	1	1	1
COG4235	Cytochrome c biogenesis factor	COG4235	Cytochrome c biogenesis factor	1	1	1	1	1
COG4239	ABC-type uncharacterized transport system, permease component	COG4239	ABC-type uncharacterized transport system, permease component	1	1	1	1	1
COG4246	Uncharacterized protein conserved in bacteria	COG4246	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG4251	Bacteriophytochrome (light-regulated signal transduction histidine kinase)	COG4251	Bacteriophytochrome (light-regulated signal transduction histidine kinase)	0	0	1	0	0
NosZ	Nitrous oxide reductase	COG4263	Nitrous oxide reductase	0	1	1	0	1
COG4269	Predicted membrane protein	COG4269	Predicted membrane protein	1	2	2	1	2
COG4286	Uncharacterized conserved protein related to MYG1 family	COG4286	Uncharacterized conserved protein related to MYG1 family	0	0	1	0	0
SoxD	Sarcosine oxidase delta subunit	COG4311	Sarcosine oxidase delta subunit	1	2	2	1	2
COG4312	Uncharacterized protein conserved in bacteria	COG4312	Uncharacterized protein conserved in bacteria	0	0	1	0	0
NosL	Predicted lipoprotein involved in nitrous oxide reduction	COG4314	Predicted lipoprotein involved in nitrous oxide reduction	0	1	1	0	1
COG4315	Uncharacterized protein conserved in bacteria	COG4315	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG4335	DNA alkylation repair enzyme	COG4335	DNA alkylation repair enzyme	0	0	1	0	0
COG4372	Uncharacterized protein conserved in bacteria with the myosin-like domain	COG4372	Uncharacterized protein conserved in bacteria with the myosin-like domain	0	1	1	0	1
COG4391	Uncharacterized protein conserved in bacteria	COG4391	Uncharacterized protein conserved in bacteria	1	2	1	1	2
COG4395	Uncharacterized protein conserved in bacteria	COG4395	Uncharacterized protein conserved in bacteria	1	0	1	1	0
COG4405	Uncharacterized protein conserved in bacteria	COG4405	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG4422	Bacteriophage protein gp37	COG4422	Bacteriophage protein gp37	0	0	1	0	0
COG4425	Predicted membrane protein	COG4425	Predicted membrane protein	0	0	1	0	0
AnsA	L-asparaginase II	COG4448	L-asparaginase II	1	0	1	1	0
CreD	Inner membrane protein involved in colicin E2 resistance	COG4452	Inner membrane protein involved in colicin E2 resistance	0	0	1	0	0
LipA	Surface antigen	COG4520	Surface antigen	1	1	1	1	1
TauA	ABC-type taurine transport system, periplasmic component	COG4521	ABC-type taurine transport system, periplasmic component	1	1	1	1	1
COG4530	Uncharacterized protein conserved in bacteria	COG4530	Uncharacterized protein conserved in bacteria	1	1	1	1	1
ZnuA	ABC-type Zn2+ transport system, periplasmic component/surface adhesin	COG4531	ABC-type Zn2+ transport system, periplasmic component/surface adhesin	0	1	2	0	1
CorB	Putative Mg2+ and Co2+ transporter CorB	COG4536	Putative Mg2+ and Co2+ transporter CorB	1	1	1	1	1
COG4541	Predicted membrane protein	COG4541	Predicted membrane protein	1	0	1	1	0
COG4544	Uncharacterized conserved protein	COG4544	Uncharacterized conserved protein	1	0	1	1	0
CobT	Cobalamin biosynthesis protein CobT (nicotinate-mononucleotide:5, 6-dimethylbenzimidazole phosphoribosyltransferase)	COG4547	Cobalamin biosynthesis protein CobT (nicotinate-mononucleotide:5, 6-dimethylbenzimidazole phosphoribosyltransferase)	1	1	1	1	1
COG4549	Uncharacterized protein conserved in bacteria	COG4549	Uncharacterized protein conserved in bacteria	0	0	1	0	0
DepA	Poly-beta-hydroxyalkanoate depolymerase	COG4553	Poly-beta-hydroxyalkanoate depolymerase	1	0	1	1	0
COG4564	Signal transduction histidine kinase	COG4564	Signal transduction histidine kinase	0	0	1	0	0
TtrR	Response regulator	COG4566	Response regulator	1	1	1	1	1
COG4567	Response regulator consisting of a CheY-like receiver domain and a Fis-type HTH domain	COG4567	Response regulator consisting of a CheY-like receiver domain and a Fis-type HTH domain	1	1	1	1	1
GatZ	Predicted tagatose 6-phosphate kinase	COG4573	Predicted tagatose 6-phosphate kinase	0	1	3	0	1
COG4583	Sarcosine oxidase gamma subunit	COG4583	Sarcosine oxidase gamma subunit	1	2	2	1	2
LolE	ABC-type transport system, involved in lipoprotein release, permease component	COG4591	ABC-type transport system, involved in lipoprotein release, permease component	2	1	2	2	1
BatB	ABC-type amino acid transport system, permease component	COG4597	ABC-type amino acid transport system, permease component	1	1	1	1	1
HisP	ABC-type histidine transport system, ATPase component	COG4598	ABC-type histidine transport system, ATPase component	0	0	1	0	0
COG4603	ABC-type uncharacterized transport system, permease component	COG4603	ABC-type uncharacterized transport system, permease component	2	2	3	2	2
AppF	ABC-type oligopeptide transport system, ATPase component	COG4608	ABC-type oligopeptide transport system, ATPase component	2	1	1	2	1
ArpD	ABC-type protease/lipase transport system, ATPase and permease components	COG4618	ABC-type protease/lipase transport system, ATPase and permease components	2	0	2	2	0
COG4625	Uncharacterized protein with a C-terminal OMP (outer membrane protein) domain	COG4625	Uncharacterized protein with a C-terminal OMP (outer membrane protein) domain	9	0	2	9	0
XdhA	Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A	COG4630	Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A	1	1	1	1	1
XdhB	Xanthine dehydrogenase, molybdopterin-binding subunit B	COG4631	Xanthine dehydrogenase, molybdopterin-binding subunit B	1	1	1	1	1
COG4637	Predicted ATPase	COG4637	Predicted ATPase	0	0	1	0	0
HcaE	Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit	COG4638	Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit	0	2	1	0	2
COG4649	Uncharacterized protein conserved in bacteria	COG4649	Uncharacterized protein conserved in bacteria	1	1	1	1	1
RosB	Kef-type K+ transport system, predicted NAD-binding component	COG4651	Kef-type K+ transport system, predicted NAD-binding component	0	0	1	0	0
COG4653	Predicted phage phi-C31 gp36 major capsid-like protein	COG4653	Predicted phage phi-C31 gp36 major capsid-like protein	1	1	1	1	1
FcbT1	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component	COG4663	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component	2	2	6	2	2
FcbT3	TRAP-type mannitol/chloroaromatic compound transport system, large permease component	COG4664	TRAP-type mannitol/chloroaromatic compound transport system, large permease component	2	2	5	2	2
FcbT2	TRAP-type mannitol/chloroaromatic compound transport system, small permease component	COG4665	TRAP-type mannitol/chloroaromatic compound transport system, small permease component	3	3	6	3	3
COG4666	TRAP-type uncharacterized transport system, fused permease components	COG4666	TRAP-type uncharacterized transport system, fused permease components	1	0	3	1	0
StbC	Plasmid stability protein	COG4691	Plasmid stability protein	0	1	1	0	1
COG4695	Phage-related protein	COG4695	Phage-related protein	1	0	1	1	0
CcoQ	Cbb3-type cytochrome oxidase, subunit 3	COG4736	Cbb3-type cytochrome oxidase, subunit 3	1	1	1	1	1
COG4753	Response regulator containing CheY-like receiver domain and AraC-type DNA-binding domain	COG4753	Response regulator containing CheY-like receiver domain and AraC-type DNA-binding domain	0	1	2	0	1
COG4765	Uncharacterized protein conserved in bacteria	COG4765	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit	3	5	2	3	5
COG4775	Outer membrane protein/protective antigen OMA87	COG4775	Outer membrane protein/protective antigen OMA87	1	1	1	1	1
PhnL	ABC-type phosphonate transport system, ATPase component	COG4778	ABC-type phosphonate transport system, ATPase component	0	0	1	0	0
COG4783	Putative Zn-dependent protease, contains TPR repeats	COG4783	Putative Zn-dependent protease, contains TPR repeats	1	1	5	1	1
COG4784	Putative Zn-dependent protease	COG4784	Putative Zn-dependent protease	1	1	1	1	1
FlgG	Flagellar basal body rod protein	COG4786	Flagellar basal body rod protein	0	0	2	0	0
COG4799	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)	COG4799	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)	3	3	2	3	3
COG4809	Archaeal ADP-dependent phosphofructokinase/glucokinase	COG4809	Archaeal ADP-dependent phosphofructokinase/glucokinase	0	0	1	0	0
COG4857	Predicted kinase	COG4857	Predicted kinase	0	0	1	0	0
COG4941	Predicted RNA polymerase sigma factor containing a TPR repeat domain	COG4941	Predicted RNA polymerase sigma factor containing a TPR repeat domain	0	0	1	0	0
COG4942	Membrane-bound metallopeptidase	COG4942	Membrane-bound metallopeptidase	1	1	1	1	1
COG4943	Predicted signal transduction protein containing sensor and EAL domains	COG4943	Predicted signal transduction protein containing sensor and EAL domains	0	1	1	0	1
COG4948	L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily	COG4948	L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily	4	1	4	4	1
COG4949	Uncharacterized membrane-anchored protein conserved in bacteria	COG4949	Uncharacterized membrane-anchored protein conserved in bacteria	0	1	1	0	1
COG4952	Predicted sugar isomerase	COG4952	Predicted sugar isomerase	0	1	1	0	1
COG4957	Predicted transcriptional regulator	COG4957	Predicted transcriptional regulator	1	1	1	1	1
TraF	Type IV secretory pathway, protease TraF	COG4959	Type IV secretory pathway, protease TraF	0	0	1	0	0
TadG	Flp pilus assembly protein TadG	COG4961	Flp pilus assembly protein TadG	0	0	7	0	0
CpaF	Flp pilus assembly protein, ATPase CpaF	COG4962	Flp pilus assembly protein, ATPase CpaF	1	0	1	1	0
CpaE	Flp pilus assembly protein, ATPase CpaE	COG4963	Flp pilus assembly protein, ATPase CpaE	0	0	1	0	0
CpaC	Flp pilus assembly protein, secretin CpaC	COG4964	Flp pilus assembly protein, secretin CpaC	0	0	2	0	0
TadB	Flp pilus assembly protein TadB	COG4965	Flp pilus assembly protein TadB	0	0	1	0	0
XerC	Site-specific recombinase XerC	COG4973	Site-specific recombinase XerC	0	0	1	0	0
XerD	Site-specific recombinase XerD	COG4974	Site-specific recombinase XerD	5	2	2	5	2
COG4976	Predicted methyltransferase (contains TPR repeat)	COG4976	Predicted methyltransferase (contains TPR repeat)	0	0	2	0	0
COG4977	Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain	COG4977	Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain	1	3	6	1	3
