"Accession","Name","Description","EG18NEC_Bin12","EG18NEC_Bin13","EG18NEC_Bin8"
"COG2332","CcmE","Cytochrome c-type biogenesis protein CcmE",2,1,1
"COG2334","COG2334","Putative homoserine kinase type II (protein kinase fold)",2,1,3
"COG2335","COG2335","Secreted and surface protein containing fasciclin-like repeats",2,0,0
"COG2345","COG2345","Predicted transcriptional regulator",1,0,0
"COG2346","COG2346","Truncated hemoglobins",2,0,1
"COG2350","COG2350","Uncharacterized protein conserved in bacteria",2,1,2
"COG2351","COG2351","Transthyretin-like protein",1,1,1
"COG2353","COG2353","Uncharacterized conserved protein",2,2,0
"COG2355","COG2355","Zn-dependent dipeptidase, microsomal dipeptidase homolog",3,1,1
"COG2358","Imp","TRAP-type uncharacterized transport system, periplasmic component",2,1,0
"COG2360","Aat","Leu/Phe-tRNA-protein transferase",1,1,1
"COG2370","HupE","Hydrogenase/urease accessory protein",1,1,0
"COG2374","COG2374","Predicted extracellular nuclease",1,0,1
"COG2376","DAK1","Dihydroxyacetone kinase",2,0,0
"COG2377","COG2377","Predicted molecular chaperone distantly related to HSP70-fold metalloproteases",1,1,2
"COG2378","COG2378","Predicted transcriptional regulator",4,4,1
"COG2379","GckA","Putative glycerate kinase",2,1,1
"COG2382","Fes","Enterochelin esterase and related enzymes",2,0,0
"COG2386","CcmB","ABC-type transport system involved in cytochrome c biogenesis, permease component",1,1,1
"COG2388","COG2388","Predicted acetyltransferase",1,0,0
"COG2390","DeoR","Transcriptional regulator, contains sigma factor-related N-terminal domain",2,0,1
"COG2391","COG2391","Predicted transporter component",2,3,0
"COG2421","COG2421","Predicted acetamidase/formamidase",1,0,0
"COG2423","COG2423","Predicted ornithine cyclodeaminase, mu-crystallin homolog",3,1,2
"COG2440","FixX","Ferredoxin-like protein",1,1,1
"COG2452","COG2452","Predicted site-specific integrase-resolvase",1,0,0
"COG2513","PrpB","PEP phosphonomutase and related enzymes",2,1,1
"COG2515","Acd","1-aminocyclopropane-1-carboxylate deaminase",1,1,1
"COG2518","Pcm","Protein-L-isoaspartate carboxylmethyltransferase",3,2,2
"COG2602","COG2602","Beta-lactamase class D",1,1,0
"COG2606","EbsC","Uncharacterized conserved protein",1,0,0
"COG2607","COG2607","Predicted ATPase (AAA+ superfamily)",1,1,2
"COG2609","AceE","Pyruvate dehydrogenase complex, dehydrogenase (E1) component",2,0,0
"COG2717","COG2717","Predicted membrane protein",1,0,1
"COG2721","UxaA","Altronate dehydratase",7,2,2
"COG2740","COG2740","Predicted nucleic-acid-binding protein implicated in transcription termination",1,1,1
"COG2755","TesA","Lysophospholipase L1 and related esterases",3,2,2
"COG2759","MIS1","Formyltetrahydrofolate synthetase",1,1,1
"COG2761","FrnE","Predicted dithiol-disulfide isomerase involved in polyketide biosynthesis",1,1,1
"COG2764","PhnB","Uncharacterized protein conserved in bacteria",3,0,0
"COG2771","CsgD","DNA-binding HTH domain-containing proteins",10,3,0
"COG2801","Tra5","Transposase and inactivated derivatives",3,2,1
"COG2802","COG2802","Uncharacterized protein, similar to the N-terminal domain of Lon protease",1,1,1
"COG2812","DnaX","DNA polymerase III, gamma/tau subunits",2,2,2
"COG2814","AraJ","Arabinose efflux permease",9,6,8
"COG2816","NPY1","NTP pyrophosphohydrolases containing a Zn-finger, probably nucleic-acid-binding",1,1,1
"COG2818","Tag","3-methyladenine DNA glycosylase",1,1,1
"COG2821","MltA","Membrane-bound lytic murein transglycosylase",1,1,1
"COG2822","COG2822","Predicted periplasmic lipoprotein involved in iron transport",1,0,0
"COG2824","PhnA","Uncharacterized Zn-ribbon-containing protein involved in phosphonate metabolism",1,0,1
"COG2831","FhaC","Hemolysin activation/secretion protein",2,1,1
"COG2832","COG2832","Uncharacterized protein conserved in bacteria",1,0,0
"COG2833","COG2833","Uncharacterized protein conserved in bacteria",1,0,1
"COG2834","LolA","Outer membrane lipoprotein-sorting protein",1,1,1
"COG2835","COG2835","Uncharacterized conserved protein",1,1,1
"COG2840","COG2840","Uncharacterized protein conserved in bacteria",1,1,1
"COG2841","COG2841","Uncharacterized protein conserved in bacteria",1,0,0
"COG2844","GlnD","UTP:GlnB (protein PII) uridylyltransferase",1,1,1
"COG2846","COG2846","Regulator of cell morphogenesis and NO signaling",1,0,0
"COG2847","COG2847","Copper(I)-binding protein",3,1,1
"COG2857","CYT1","Cytochrome c1",1,1,1
"COG2860","COG2860","Predicted membrane protein",1,0,1
"COG2861","COG2861","Uncharacterized protein conserved in bacteria",1,0,0
"COG2863","COG2863","Cytochrome c553",1,0,0
"COG2866","COG2866","Predicted carboxypeptidase",1,0,0
"COG2867","COG2867","Oligoketide cyclase/lipid transport protein",1,1,0
"COG2872","COG2872","Predicted metal-dependent hydrolases related to alanyl-tRNA synthetase HxxxH domain",1,0,1
"COG2873","MET17","O-acetylhomoserine sulfhydrylase",1,1,1
"COG2875","CobM","Precorrin-4 methylase",1,1,1
"COG2877","KdsA","3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase",1,1,1
"COG2884","FtsE","Predicted ATPase involved in cell division",1,1,1
"COG2885","OmpA","Outer membrane protein and related peptidoglycan-associated (lipo)proteins",3,4,2
"COG2887","COG2887","RecB family exonuclease",1,1,1
"COG2890","HemK","Methylase of polypeptide chain release factors",1,1,1
"COG2893","ManX","Phosphotransferase system, mannose/fructose-specific component IIA",1,1,1
"COG2895","CysN","GTPases - Sulfate adenylate transferase subunit 1",1,1,1
"COG2896","MoaA","Molybdenum cofactor biosynthesis enzyme",1,1,1
"COG2897","SseA","Rhodanese-related sulfurtransferase",1,2,1
"COG2900","SlyX","Uncharacterized protein conserved in bacteria",1,0,0
"COG2902","COG2902","NAD-specific glutamate dehydrogenase",1,1,1
"COG2907","COG2907","Predicted NAD/FAD-binding protein",1,1,2
"COG2908","COG2908","Uncharacterized protein conserved in bacteria",1,1,0
"COG2911","COG2911","Uncharacterized protein conserved in bacteria",1,2,0
"COG2913","OlmA","Outer membrane lipoprotein OmlA (small protein A)",2,1,1
"COG2917","COG2917","Intracellular septation protein A",1,1,1
"COG2919","COG2919","Septum formation initiator",1,1,1
"COG2927","HolC","DNA polymerase III, chi subunit",1,1,1
"COG2928","COG2928","Uncharacterized conserved protein",1,1,1
"COG2931","COG2931","RTX toxins and related Ca2+-binding proteins",10,7,2
"COG2932","COG2932","Predicted transcriptional regulator",2,1,1
"COG2935","COG2935","Putative arginyl-tRNA:protein arginylyltransferase",1,1,1
"COG2938","COG2938","Uncharacterized conserved protein",1,1,0
"COG2942","COG2942","N-acyl-D-glucosamine 2-epimerase",1,1,1
"COG2945","COG2945","Predicted hydrolase of the alpha/beta superfamily",2,1,1
"COG2947","COG2947","Uncharacterized conserved protein",1,1,1
"COG2951","MltB","Membrane-bound lytic murein transglycosylase B",4,3,4
"COG2957","COG2957","Peptidylarginine deiminase and related enzymes",1,1,0
"COG2960","COG2960","Uncharacterized protein conserved in bacteria",1,1,1
"COG2961","ComJ","Protein involved in catabolism of external DNA",1,0,1
"COG2963","COG2963","Transposase and inactivated derivatives",2,4,0
"COG2967","ApaG","Uncharacterized protein affecting Mg2+/Co2+ transport",1,1,1
"COG2968","COG2968","Uncharacterized conserved protein",2,2,1
"COG2971","COG2971","Predicted N-acetylglucosamine kinase",1,1,1
"COG2979","COG2979","Uncharacterized protein conserved in bacteria",1,0,0
"COG2981","CysZ","Uncharacterized protein involved in cysteine biosynthesis",1,1,1
"COG2982","AsmA","Uncharacterized protein involved in outer membrane biogenesis",2,3,2
"COG2983","COG2983","Uncharacterized conserved protein",1,1,1
"COG2984","COG2984","ABC-type uncharacterized transport system, periplasmic component",1,0,0
"COG2986","HutH","Histidine ammonia-lyase",1,0,0
"COG2987","HutU","Urocanate hydratase",1,0,0
"COG2989","COG2989","Uncharacterized protein conserved in bacteria",2,2,3
"COG2993","CcoO","Cbb3-type cytochrome oxidase, cytochrome c subunit",1,1,1
"COG2995","PqiA","Uncharacterized paraquat-inducible protein A",1,0,0
"COG3000","ERG3","Sterol desaturase",3,1,2
"COG3011","COG3011","Predicted thiol-disulfide oxidoreductase",1,0,1
"COG3023","ampD","N-acetyl-anhydromuramyl-L-alanine amidase",1,1,2
"COG3024","COG3024","Uncharacterized protein conserved in bacteria",1,0,1
"COG3027","zapA","Cell division protein ZapA (stimulator of FtsZ polymerization and Z-ring component)",1,1,1
"COG3030","FxsA","Protein affecting phage T7 exclusion by the F plasmid",1,1,1
"COG3034","COG3034","Uncharacterized protein conserved in bacteria",1,3,2
"COG3038","CybB","Cytochrome B561",3,2,2
"COG3064","TolA","Membrane protein involved in colicin uptake",2,0,0
"COG3088","CcmH","Uncharacterized protein involved in biosynthesis of c-type cytochromes",2,1,1
"COG3090","DctM","TRAP-type C4-dicarboxylate transport system, small permease component",11,6,5
"COG3093","VapI","Plasmid maintenance system antidote protein",1,0,0
"COG3106","COG3106","Predicted ATPase",1,1,3
"COG3108","COG3108","Uncharacterized protein conserved in bacteria",2,3,2
"COG3118","COG3118","Thioredoxin domain-containing protein",2,2,3
"COG3127","COG3127","Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component",1,1,1
"COG3129","COG3129","Predicted SAM-dependent methyltransferase",1,0,0
"COG3142","CutC","Uncharacterized protein involved in copper resistance",1,0,0
"COG3146","COG3146","Uncharacterized protein conserved in bacteria",1,1,1
"COG3147","DedD","Uncharacterized protein conserved in bacteria",1,0,1
"COG3152","COG3152","Predicted membrane protein",1,0,0
"COG3153","COG3153","Predicted acetyltransferase",3,2,1
"COG3164","COG3164","Predicted membrane protein",1,0,1
"COG3170","FimV","Tfp pilus assembly protein FimV",1,0,0
"COG3175","COX11","Cytochrome oxidase assembly factor",1,1,1
"COG3176","COG3176","Putative hemolysin",2,1,2
"COG3178","COG3178","Predicted phosphotransferase related to Ser/Thr protein kinases",1,1,1
"COG3180","AbrB","Putative ammonia monooxygenase",1,0,0
"COG3181","COG3181","Uncharacterized protein conserved in bacteria",5,1,1
"COG3182","PiuB","Uncharacterized iron-regulated membrane protein",2,0,1
"COG3184","COG3184","Uncharacterized protein conserved in bacteria",1,1,2
"COG3185","COG3185","4-hydroxyphenylpyruvate dioxygenase and related hemolysins",2,1,1
"COG3186","COG3186","Phenylalanine-4-hydroxylase",1,1,0
"COG3191","DmpA","L-aminopeptidase/D-esterase",1,1,0
"COG3193","GlcG","Uncharacterized protein, possibly involved in utilization of glycolate and propanediol",2,0,0
"COG3194","DAL3","Ureidoglycolate hydrolase",1,1,1
"COG3195","COG3195","Uncharacterized protein conserved in bacteria",1,1,1
"COG3197","FixS","Uncharacterized protein, possibly involved in nitrogen fixation",1,1,1
"COG3200","AroG","3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase",1,1,2
"COG3205","COG3205","Predicted membrane protein",2,0,0
"COG3206","GumC","Uncharacterized protein involved in exopolysaccharide biosynthesis",2,0,1
"COG3210","FhaB","Large exoproteins involved in heme utilization or adhesion",1,2,1
"COG3211","PhoX","Predicted phosphatase",1,1,0
"COG3213","NnrS","Uncharacterized protein involved in response to NO",1,1,0
"COG3214","COG3214","Uncharacterized protein conserved in bacteria",1,1,1
"COG3216","COG3216","Uncharacterized protein conserved in bacteria",1,1,1
"COG3218","COG3218","ABC-type uncharacterized transport system, auxiliary component",1,1,1
"COG3220","COG3220","Uncharacterized protein conserved in bacteria",1,0,1
"COG3221","PhnD","ABC-type phosphate/phosphonate transport system, periplasmic component",2,0,0
"COG3227","LasB","Zinc metalloprotease (elastase)",1,0,0
"COG3232","HpaF","5-carboxymethyl-2-hydroxymuconate isomerase",1,0,0
"COG3239","DesA","Fatty acid desaturase",1,1,0
"COG3242","COG3242","Uncharacterized protein conserved in bacteria",1,1,0
"COG3243","PhaC","Poly(3-hydroxyalkanoate) synthetase",2,1,0
"COG3246","COG3246","Uncharacterized conserved protein",2,2,1
"COG3254","COG3254","Uncharacterized conserved protein",1,1,1
"COG3257","GlxB","Uncharacterized protein, possibly involved in glyoxylate utilization",1,1,1
"COG3258","COG3258","Cytochrome c",3,0,0
"COG3264","COG3264","Small-conductance mechanosensitive channel",1,1,4
"COG3265","GntK","Gluconate kinase",1,0,0
"COG3278","CcoN","Cbb3-type cytochrome oxidase, subunit 1",1,1,1
"COG3279","LytT","Response regulator of the LytR/AlgR family",2,1,2
"COG3284","AcoR","Transcriptional activator of acetoin/glycerol metabolism",1,0,0
"COG3288","PntA","NAD/NADP transhydrogenase alpha subunit",2,2,2
"COG3300","COG3300","MHYT domain (predicted integral membrane sensor domain)",1,0,0
"COG3302","DmsC","DMSO reductase anchor subunit",1,1,1
"COG3306","COG3306","Glycosyltransferase involved in LPS biosynthesis",2,0,0
"COG3307","RfaL","Lipid A core - O-antigen ligase and related enzymes",2,0,0
"COG3313","COG3313","Predicted Fe-S protein",1,1,0
"COG3316","COG3316","Transposase and inactivated derivatives",12,0,7
"COG3324","COG3324","Predicted enzyme related to lactoylglutathione lyase",4,2,1
"COG3327","PaaX","Phenylacetic acid-responsive transcriptional repressor",1,0,0
"COG3329","COG3329","Predicted permease",1,0,0
"COG3333","COG3333","Uncharacterized protein conserved in bacteria",5,1,1
"COG3334","COG3334","Uncharacterized conserved protein",1,0,0
"COG3339","COG3339","Uncharacterized conserved protein",1,1,1
"COG3345","GalA","Alpha-galactosidase",1,1,1
"COG3346","COG3346","Uncharacterized conserved protein",1,1,1
"COG3347","COG3347","Uncharacterized conserved protein",3,0,1
"COG3350","COG3350","Uncharacterized conserved protein",1,1,1
"COG3366","COG3366","Uncharacterized protein conserved in archaea",1,0,0
"COG3369","COG3369","Zinc finger domain containing protein (CDGSH-type)",2,2,3
"COG3378","COG3378","Phage associated DNA primase",1,0,0
"COG3380","COG3380","Predicted NAD/FAD-dependent oxidoreductase",1,0,0
"COG3383","COG3383","Uncharacterized anaerobic dehydrogenase",2,1,1
"COG3386","COG3386","Gluconolactonase",4,3,2
"COG3394","COG3394","Uncharacterized protein conserved in bacteria",1,0,0
"COG3395","COG3395","Uncharacterized protein conserved in bacteria",1,0,0
"COG3396","COG3396","Uncharacterized conserved protein",2,0,0
"COG3409","COG3409","Putative peptidoglycan-binding domain-containing protein",3,6,3
"COG3420","NosD","Nitrous oxidase accessory protein",1,1,1
"COG3427","COG3427","Carbon monoxide dehydrogenase subunit G, CoxG",1,2,1
"COG3439","COG3439","Uncharacterized conserved protein",1,1,0
"COG3443","COG3443","Predicted periplasmic or secreted protein",1,0,0
"COG3447","COG3447","Predicted integral membrane sensor domain",1,0,0
"COG3448","COG3448","CBS-domain-containing membrane protein",1,1,1
"COG3449","COG3449","DNA gyrase inhibitor",1,0,2
"COG3453","COG3453","Uncharacterized protein conserved in bacteria",2,1,0
"COG3454","COG3454","Metal-dependent hydrolase involved in phosphonate metabolism",1,0,0
"COG3460","COG3460","Uncharacterized enzyme of phenylacetate metabolism",1,0,0
"COG3474","COG3474","Cytochrome c2",4,2,3
"COG3487","IrpA","Uncharacterized iron-regulated protein",1,1,0
"COG3488","COG3488","Predicted thiol oxidoreductase",2,1,0
"COG3489","COG3489","Predicted periplasmic lipoprotein",1,1,0
"COG3490","COG3490","Uncharacterized protein conserved in bacteria",1,1,2
"COG3492","COG3492","Uncharacterized protein conserved in bacteria",1,1,1
"COG3494","COG3494","Uncharacterized protein conserved in bacteria",1,1,1
"COG3496","COG3496","Uncharacterized conserved protein",1,1,1
"COG3502","COG3502","Uncharacterized protein conserved in bacteria",1,1,1
"COG3503","COG3503","Predicted membrane protein",1,1,1
"COG3508","HmgA","Homogentisate 1,2-dioxygenase",1,1,0
"COG3525","Chb","N-acetyl-beta-hexosaminidase",1,0,0
"COG3536","COG3536","Uncharacterized protein conserved in bacteria",1,1,1
"COG3542","COG3542","Uncharacterized conserved protein",1,0,0
"COG3543","COG3543","Uncharacterized conserved protein",1,0,1
"COG3545","COG3545","Predicted esterase of the alpha/beta hydrolase fold",1,1,1
"COG3547","COG3547","Transposase and inactivated derivatives",3,1,0
"COG3552","CoxE","Protein containing von Willebrand factor type A (vWA) domain",1,1,1
"COG3555","COG3555","Aspartyl/asparaginyl beta-hydroxylase and related dioxygenases",1,0,0
"COG3564","COG3564","Uncharacterized protein conserved in bacteria",1,0,0
"COG3568","ElsH","Metal-dependent hydrolase",1,0,0
"COG3570","StrB","Streptomycin 6-kinase",1,0,0
"COG3572","GshA","Gamma-glutamylcysteine synthetase",1,1,1
"COG3576","COG3576","Predicted flavin-nucleotide-binding protein structurally related to pyridoxine 5'-phosphate oxidase",1,1,1
"COG3577","COG3577","Predicted aspartyl protease",1,1,2
"COG3588","COG3588","Fructose-1,6-bisphosphate aldolase",1,1,0
"COG3591","COG3591","V8-like Glu-specific endopeptidase",1,0,0
"COG3605","PtsP","Signal transduction protein containing GAF and PtsI domains",1,1,1
"COG3607","COG3607","Predicted lactoylglutathione lyase",2,1,0
"COG3614","COG3614","Predicted periplasmic ligand-binding sensor domain",1,0,0
"COG3616","COG3616","Predicted amino acid aldolase or racemase",1,0,2
"COG3618","COG3618","Predicted metal-dependent hydrolase of the TIM-barrel fold",1,2,1
"COG3622","Hfi","Hydroxypyruvate isomerase",1,0,0
"COG3624","PhnG","Uncharacterized enzyme of phosphonate metabolism",1,0,0
"COG3625","PhnH","Uncharacterized enzyme of phosphonate metabolism",1,0,0
"COG3626","PhnI","Uncharacterized enzyme of phosphonate metabolism",2,0,0
"COG3627","PhnJ","Uncharacterized enzyme of phosphonate metabolism",1,0,0
"COG3637","COG3637","Opacity protein and related surface antigens",3,3,1
"COG3638","COG3638","ABC-type phosphate/phosphonate transport system, ATPase component",1,0,0
"COG3639","COG3639","ABC-type phosphate/phosphonate transport system, permease component",2,0,0
"COG3644","COG3644","Uncharacterized protein conserved in bacteria",1,0,0
"COG3654","Doc","Prophage maintenance system killer protein",1,0,0
"COG3655","COG3655","Predicted transcriptional regulator",1,0,0
"COG3672","COG3672","Predicted transglutaminase-like cysteine proteinase",2,1,1
"COG3678","CpxP","P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",1,0,0
"COG3682","COG3682","Predicted transcriptional regulator",2,0,0
"COG3683","COG3683","ABC-type uncharacterized transport system, periplasmic component",1,0,1
"COG3686","COG3686","Predicted membrane protein",1,1,0
"COG3703","ChaC","Uncharacterized protein involved in cation transport",1,1,1
"COG3705","HisZ","ATP phosphoribosyltransferase involved in histidine biosynthesis",1,1,1
"COG3706","PleD","Response regulator containing a CheY-like receiver domain and a GGDEF domain",6,0,0
"COG3707","AmiR","Response regulator with putative antiterminator output domain",1,0,0
"COG3709","COG3709","Uncharacterized component of phosphonate metabolism",2,0,0
"COG3713","OmpV","Outer membrane protein V",1,0,0
"COG3717","KduI","5-keto 4-deoxyuronate isomerase",1,0,0
"COG3718","IolB","Uncharacterized enzyme involved in inositol metabolism",1,1,2
"COG3719","Rna","Ribonuclease I",1,1,1
"COG3734","DgoK","2-keto-3-deoxy-galactonokinase",3,2,1
"COG3735","COG3735","Uncharacterized protein conserved in bacteria",1,0,0
"COG3737","COG3737","Uncharacterized conserved protein",1,1,1
"COG3740","COG3740","Phage head maturation protease",1,1,0
"COG3741","HutG","N-formylglutamate amidohydrolase",2,1,1
"COG3743","COG3743","Uncharacterized conserved protein",4,5,5
"COG3745","CpaB","Flp pilus assembly protein CpaB",1,0,0
"COG3748","COG3748","Predicted membrane protein",1,1,1
"COG3749","COG3749","Uncharacterized protein conserved in bacteria",1,1,1
"COG3750","COG3750","Uncharacterized protein conserved in bacteria",1,1,1
"COG3755","COG3755","Uncharacterized protein conserved in bacteria",1,0,0
"COG3756","COG3756","Uncharacterized protein conserved in bacteria",1,0,0
"COG3760","COG3760","Uncharacterized conserved protein",1,1,1
"COG3761","COG3761","NADH:ubiquinone oxidoreductase 17.2 kD subunit",1,1,1
"COG3768","COG3768","Predicted membrane protein",1,1,2
"COG3770","MepA","Murein endopeptidase",1,1,1
"COG3772","COG3772","Phage-related lysozyme (muraminidase)",1,0,0
"COG3773","SleB","Cell wall hydrolyses involved in spore germination",1,1,1
"COG3785","COG3785","Uncharacterized conserved protein",1,1,2
"COG3786","COG3786","Uncharacterized protein conserved in bacteria",1,1,1
"COG3788","COG3788","Uncharacterized relative of glutathione S-transferase, MAPEG superfamily",1,1,0
"COG3791","COG3791","Uncharacterized conserved protein",2,2,1
"COG3794","PetE","Plastocyanin",1,2,0
"COG3795","COG3795","Uncharacterized protein conserved in bacteria",1,0,0
"COG3800","COG3800","Predicted transcriptional regulator",3,1,2
"COG3803","COG3803","Uncharacterized protein conserved in bacteria",1,1,1
"COG3806","ChrR","Transcriptional activator",2,0,0
"COG3807","COG3807","Uncharacterized protein conserved in bacteria",1,1,1
"COG3808","OVP1","Inorganic pyrophosphatase",1,1,0
"COG3811","COG3811","Uncharacterized protein conserved in bacteria",1,0,0
"COG3812","COG3812","Uncharacterized protein conserved in bacteria",1,0,0
"COG3814","COG3814","Uncharacterized protein conserved in bacteria",1,1,1
"COG3816","COG3816","Uncharacterized protein conserved in bacteria",1,1,1
"COG3820","COG3820","Uncharacterized protein conserved in bacteria",1,1,1
"COG3821","COG3821","Predicted membrane protein",1,0,1
"COG3827","COG3827","Uncharacterized protein conserved in bacteria",1,1,1
"COG3832","COG3832","Uncharacterized conserved protein",6,2,4
"COG3836","HpcH","2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",2,1,1
"COG3839","MalK","ABC-type sugar transport systems, ATPase components",23,9,5
"COG3842","PotA","ABC-type spermidine/putrescine transport systems, ATPase components",8,4,4
"COG3844","COG3844","Kynureninase",1,1,0
"COG3845","COG3845","ABC-type uncharacterized transport systems, ATPase components",3,2,3
"COG3852","NtrB","Signal transduction histidine kinase, nitrogen specific",1,2,1
"COG3888","COG3888","Predicted transcriptional regulator",1,0,0
"COG3893","COG3893","Inactivated superfamily I helicase",1,1,1
"COG3894","COG3894","Uncharacterized metal-binding protein",1,1,2
"COG3898","COG3898","Uncharacterized membrane-bound protein",1,1,1
"COG3901","NosR","Regulator of nitric oxide reductase transcription",1,0,1
"COG3908","COG3908","Uncharacterized protein conserved in bacteria",1,1,1
"COG3911","COG3911","Predicted ATPase",1,2,0
"COG3915","COG3915","Uncharacterized protein conserved in bacteria",1,0,0
"COG3916","LasI","N-acyl-L-homoserine lactone synthetase",3,1,0
"COG3917","NahD","2-hydroxychromene-2-carboxylate isomerase",1,0,0
"COG3921","COG3921","Uncharacterized protein conserved in bacteria",2,1,0
"COG3931","COG3931","Predicted N-formylglutamate amidohydrolase",1,2,1
"COG3932","COG3932","Uncharacterized ABC-type transport system, permease components",1,1,0
"COG3943","COG3943","Virulence protein",1,0,0
"COG3951","COG3951","Rod binding protein",1,0,0
"COG3956","COG3956","Protein containing tetrapyrrole methyltransferase domain and MazG-like (predicted pyrophosphatase) domain",1,1,1
"COG3958","COG3958","Transketolase, C-terminal subunit",1,0,0
"COG3959","COG3959","Transketolase, N-terminal subunit",1,0,0
"COG3962","COG3962","Acetolactate synthase",2,1,1
"COG3963","COG3963","Phospholipid N-methyltransferase",1,0,1
"COG4032","COG4032","Predicted thiamine-pyrophosphate-binding protein",1,0,0
"COG4091","COG4091","Predicted homoserine dehydrogenase",1,1,1
"COG4093","COG4093","Uncharacterized protein conserved in bacteria",1,1,1
"COG4097","COG4097","Predicted ferric reductase",2,0,0
"COG4103","COG4103","Uncharacterized protein conserved in bacteria",1,1,2
"COG4105","ComL","DNA uptake lipoprotein",1,1,1
"COG4107","PhnK","ABC-type phosphonate transport system, ATPase component",2,0,0
"COG4108","PrfC","Peptide chain release factor RF-3",1,0,0
"COG4120","COG4120","ABC-type uncharacterized transport system, permease component",1,0,0
"COG4121","COG4121","Uncharacterized conserved protein",1,1,1
"COG4123","COG4123","Predicted O-methyltransferase",1,1,1
"COG4130","COG4130","Predicted sugar epimerase",1,0,0
"COG4133","CcmA","ABC-type transport system involved in cytochrome c biogenesis, ATPase component",1,1,1
"COG4134","COG4134","ABC-type uncharacterized transport system, periplasmic component",2,1,1
"COG4148","ModC","ABC-type molybdate transport system, ATPase component",1,1,1
"COG4149","ModC","ABC-type molybdate transport system, permease component",1,1,1
"COG4154","FucU","Fucose dissimilation pathway protein FucU",2,0,0
"COG4160","ArtM","ABC-type arginine/histidine transport system, permease component",1,1,1
"COG4166","OppA","ABC-type oligopeptide transport system, periplasmic component",3,3,4
"COG4172","COG4172","ABC-type uncharacterized transport system, duplicated ATPase component",1,2,1
"COG4174","COG4174","ABC-type uncharacterized transport system, permease component",1,1,1
"COG4175","ProV","ABC-type proline/glycine betaine transport system, ATPase component",3,1,5
"COG4176","ProW","ABC-type proline/glycine betaine transport system, permease component",3,2,7
"COG4177","LivM","ABC-type branched-chain amino acid transport system, permease component",5,6,5
"COG4181","COG4181","Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component",1,1,1
"COG4191","COG4191","Signal transduction histidine kinase regulating C4-dicarboxylate transport system",3,0,0
"COG4213","XylF","ABC-type xylose transport system, periplasmic component",1,1,1
"COG4214","XylH","ABC-type xylose transport system, permease component",1,1,1
"COG4215","ArtQ","ABC-type arginine transport system, permease component",1,1,1
"COG4219","MecR1","Antirepressor regulating drug resistance, predicted signal transduction N-terminal membrane component",2,0,0
"COG4221","COG4221","Short-chain alcohol dehydrogenase of unknown specificity",2,1,1
"COG4223","COG4223","Uncharacterized protein conserved in bacteria",1,1,1
"COG4230","COG4230","Delta 1-pyrroline-5-carboxylate dehydrogenase",1,1,2
"COG4233","COG4233","Uncharacterized protein predicted to be involved in C-type cytochrome biogenesis",1,1,1
"COG4235","COG4235","Cytochrome c biogenesis factor",1,1,1
"COG4239","COG4239","ABC-type uncharacterized transport system, permease component",1,1,1
"COG4246","COG4246","Uncharacterized protein conserved in bacteria",1,0,0
"COG4251","COG4251","Bacteriophytochrome (light-regulated signal transduction histidine kinase)",1,0,0
"COG4263","NosZ","Nitrous oxide reductase",1,0,1
"COG4269","COG4269","Predicted membrane protein",2,1,2
"COG4286","COG4286","Uncharacterized conserved protein related to MYG1 family",1,0,0
"COG4311","SoxD","Sarcosine oxidase delta subunit",2,1,2
"COG4312","COG4312","Uncharacterized protein conserved in bacteria",1,0,0
"COG4314","NosL","Predicted lipoprotein involved in nitrous oxide reduction",1,0,1
"COG4315","COG4315","Uncharacterized protein conserved in bacteria",1,0,0
"COG4335","COG4335","DNA alkylation repair enzyme",1,0,0
"COG4372","COG4372","Uncharacterized protein conserved in bacteria with the myosin-like domain",1,0,1
"COG4391","COG4391","Uncharacterized protein conserved in bacteria",1,1,2
"COG4395","COG4395","Uncharacterized protein conserved in bacteria",1,1,0
"COG4405","COG4405","Uncharacterized protein conserved in bacteria",1,0,0
"COG4422","COG4422","Bacteriophage protein gp37",1,0,0
"COG4425","COG4425","Predicted membrane protein",1,0,0
"COG4448","AnsA","L-asparaginase II",1,1,0
"COG4452","CreD","Inner membrane protein involved in colicin E2 resistance",1,0,0
"COG4520","LipA","Surface antigen",1,1,1
"COG4521","TauA","ABC-type taurine transport system, periplasmic component",1,1,1
"COG4530","COG4530","Uncharacterized protein conserved in bacteria",1,1,1
"COG4531","ZnuA","ABC-type Zn2+ transport system, periplasmic component/surface adhesin",2,0,1
"COG4536","CorB","Putative Mg2+ and Co2+ transporter CorB",1,1,1
"COG4541","COG4541","Predicted membrane protein",1,1,0
"COG4544","COG4544","Uncharacterized conserved protein",1,1,0
"COG4547","CobT","Cobalamin biosynthesis protein CobT (nicotinate-mononucleotide:5, 6-dimethylbenzimidazole phosphoribosyltransferase)",1,1,1
"COG4549","COG4549","Uncharacterized protein conserved in bacteria",1,0,0
"COG4553","DepA","Poly-beta-hydroxyalkanoate depolymerase",1,1,0
"COG4564","COG4564","Signal transduction histidine kinase",1,0,0
